Match ID,dbpedia_uid,forbes_uid,dbpedia_company,forbes_company,Similarity Score,dbpedia_fobes_uids
dbpedia_forbes_7189,DBPedia_7188,Forbes_565,MarkLogic,Markel,67,DBPedia_7188Forbes_565
dbpedia_forbes_8385,DBPedia_8384,Forbes_369,Valjevo Brewery,Valero Energy,71,DBPedia_8384Forbes_369
dbpedia_forbes_10395,DBPedia_10394,Forbes_861,Altana,Atlantia,71,DBPedia_10394Forbes_861
dbpedia_forbes_7686,DBPedia_7685,Forbes_253,Myer,Bayer ,67,DBPedia_7685Forbes_253
dbpedia_forbes_3271,DBPedia_3270,Forbes_828,SemGroup,Segro,77,DBPedia_3270Forbes_828
dbpedia_forbes_8212,DBPedia_8211,Forbes_1329,Odinsa,Sofina,67,DBPedia_8211Forbes_1329
dbpedia_forbes_5360,DBPedia_5359,Forbes_1128,Bed Bath & Beyond,Bath & Body Works,60,DBPedia_5359Forbes_1128
dbpedia_forbes_4058,DBPedia_4057,Forbes_464,Evergrande Group,China Evergrande Group,84,DBPedia_4057Forbes_464
dbpedia_forbes_1314,DBPedia_1313,Forbes_1711,Scholastic Corporation,Sumec Corporation,72,DBPedia_1313Forbes_1711
dbpedia_forbes_2890,DBPedia_2889,Forbes_775,Atkins (company),Baker Hughes Company,59,DBPedia_2889Forbes_775
dbpedia_forbes_3616,DBPedia_3615,Forbes_1761,SSP Group,SKF Group,78,DBPedia_3615Forbes_1761
dbpedia_forbes_3727,DBPedia_3726,Forbes_1978,Tietoevry,Tapestry,59,DBPedia_3726Forbes_1978
dbpedia_forbes_9896,DBPedia_9895,Forbes_1312,Showtime Networks,Skyworks Solutions,57,DBPedia_9895Forbes_1312
dbpedia_forbes_3378,DBPedia_3377,Forbes_275,Volution Group,Volvo Group,80,DBPedia_3377Forbes_275
dbpedia_forbes_3119,DBPedia_3118,Forbes_184,Law Debenture,Accenture,55,DBPedia_3118Forbes_184
dbpedia_forbes_1480,DBPedia_1479,Forbes_411,Steve & Barry's,BAE Systems,58,DBPedia_1479Forbes_411
dbpedia_forbes_3797,DBPedia_3796,Forbes_1787,Lee & Man Paper,Manpower,57,DBPedia_3796Forbes_1787
dbpedia_forbes_1582,DBPedia_1581,Forbes_1155,ADATA,DaVita,73,DBPedia_1581Forbes_1155
dbpedia_forbes_3351,DBPedia_3350,Forbes_267,Maserati,Mastercard,67,DBPedia_3350Forbes_267
dbpedia_forbes_1326,DBPedia_1325,Forbes_1943,Rocawear,Bradespar,59,DBPedia_1325Forbes_1943
dbpedia_forbes_3317,DBPedia_3316,Forbes_1022,Sapiens International Corporation,iA Financial Corporation,70,DBPedia_3316Forbes_1022
dbpedia_forbes_8823,DBPedia_8822,Forbes_1021,2GO Group,Goodman Group,73,DBPedia_8822Forbes_1021
dbpedia_forbes_1608,DBPedia_1607,Forbes_260,Bank Norwegian,Nordea Bank,80,DBPedia_1607Forbes_260
dbpedia_forbes_2768,DBPedia_2767,Forbes_281,Futurice,Nutrien,67,DBPedia_2767Forbes_281
dbpedia_forbes_6396,DBPedia_6395,Forbes_44,Scotiabank,Softbank,78,DBPedia_6395Forbes_44
dbpedia_forbes_4466,DBPedia_4465,Forbes_897,PetSmart,E-mart ,71,DBPedia_4465Forbes_897
dbpedia_forbes_6916,DBPedia_6915,Forbes_1164,Fox Corporation,CJ Corporation,76,DBPedia_6915Forbes_1164
dbpedia_forbes_3608,DBPedia_3607,Forbes_314,Mäurer & Wirtz,Swiss Re ,53,DBPedia_3607Forbes_314
dbpedia_forbes_2509,DBPedia_2508,Forbes_1199,Mirgor,Umicore,62,DBPedia_2508Forbes_1199
dbpedia_forbes_10601,DBPedia_10600,Forbes_1264,Pico Far East Holdings Limited,Midea Real Estate Holding,62,DBPedia_10600Forbes_1264
dbpedia_forbes_5869,DBPedia_5868,Forbes_1829,Africa Re,Red Eléctrica,67,DBPedia_5868Forbes_1829
dbpedia_forbes_7463,DBPedia_7462,Forbes_1164,Hoya Corporation,CJ Corporation,73,DBPedia_7462Forbes_1164
dbpedia_forbes_8235,DBPedia_8234,Forbes_465,Christofle,Bridgestone,57,DBPedia_8234Forbes_465
dbpedia_forbes_2153,DBPedia_2152,Forbes_230,Southpole (clothing),Southern Company,59,DBPedia_2152Forbes_230
dbpedia_forbes_10190,DBPedia_10189,Forbes_1737,Lenzing AG,Li Ning,59,DBPedia_10189Forbes_1737
dbpedia_forbes_962,DBPedia_961,Forbes_1417,Serbia Broadband,Liberty Broadband,73,DBPedia_961Forbes_1417
dbpedia_forbes_1259,DBPedia_1258,Forbes_1517,DB Cargo Polska,KGHM Polska Miedz,62,DBPedia_1258Forbes_1517
dbpedia_forbes_4719,DBPedia_4718,Forbes_1164,Arch-Con Corporation,CJ Corporation,76,DBPedia_4718Forbes_1164
dbpedia_forbes_6023,DBPedia_6022,Forbes_1432,Expro,Epiroc,73,DBPedia_6022Forbes_1432
dbpedia_forbes_8722,DBPedia_8721,Forbes_1164,AMR Corporation,CJ Corporation,83,DBPedia_8721Forbes_1164
dbpedia_forbes_7901,DBPedia_7900,Forbes_848,Fossil Group,Compass Group,72,DBPedia_7900Forbes_848
dbpedia_forbes_4692,DBPedia_4691,Forbes_1207,Fredrikstad Energi,Vistra Energy,58,DBPedia_4691Forbes_1207
dbpedia_forbes_5800,DBPedia_5799,Forbes_1614,Acrisure,NiSource,62,DBPedia_5799Forbes_1614
dbpedia_forbes_4072,DBPedia_4071,Forbes_87,OverstockArt.com,Merck & Co.,58,DBPedia_4071Forbes_87
dbpedia_forbes_8176,DBPedia_8175,Forbes_735,Ingles,SingTel,62,DBPedia_8175Forbes_735
dbpedia_forbes_5184,DBPedia_5183,Forbes_332,Dipson Theatres,Nippon Steel ,59,DBPedia_5183Forbes_332
dbpedia_forbes_2191,DBPedia_2190,Forbes_1951,Servisair,Steris,67,DBPedia_2190Forbes_1951
dbpedia_forbes_6418,DBPedia_6417,Forbes_230,Colonial Motor Company,Southern Company,58,DBPedia_6417Forbes_230
dbpedia_forbes_3541,DBPedia_3540,Forbes_37,Golden Ocean Group,Goldman Sachs Group,70,DBPedia_3540Forbes_37
dbpedia_forbes_3293,DBPedia_3292,Forbes_481,Vodafone Turkey,Vodafone,70,DBPedia_3292Forbes_481
dbpedia_forbes_474,DBPedia_473,Forbes_1494,Bank of the City of Buenos Aires,Bank of East Asia,57,DBPedia_473Forbes_1494
dbpedia_forbes_2921,DBPedia_2920,Forbes_320,JEOL,Repsol ,60,DBPedia_2920Forbes_320
dbpedia_forbes_927,DBPedia_926,Forbes_49,Kazatomprom,Gazprom,67,DBPedia_926Forbes_49
dbpedia_forbes_6010,DBPedia_6009,Forbes_230,Tatung Company,Southern Company,67,DBPedia_6009Forbes_230
dbpedia_forbes_8983,DBPedia_8982,Forbes_1461,"Kaplan, Inc.",AVIC Capita,57,DBPedia_8982Forbes_1461
dbpedia_forbes_6644,DBPedia_6643,Forbes_1110,Snakk Media,Mediobanca,67,DBPedia_6643Forbes_1110
dbpedia_forbes_10098,DBPedia_10097,Forbes_1341,RushOrderTees,Schroders,55,DBPedia_10097Forbes_1341
dbpedia_forbes_7708,DBPedia_7707,Forbes_1860,Z-CARD,Abrdn,55,DBPedia_7707Forbes_1860
dbpedia_forbes_8526,DBPedia_8525,Forbes_961,Graham Holdings,GS Holdings,77,DBPedia_8525Forbes_961
dbpedia_forbes_5431,DBPedia_5430,Forbes_1407,Peene-Werft,PerkinElmer,55,DBPedia_5430Forbes_1407
dbpedia_forbes_10294,DBPedia_10293,Forbes_818,Travis Perkins,Stora Enso,58,DBPedia_10293Forbes_818
dbpedia_forbes_8248,DBPedia_8247,Forbes_833,Ingenico,Quinenco,75,DBPedia_8247Forbes_833
dbpedia_forbes_3685,DBPedia_3684,Forbes_690,Gerber Legendary Blades,Legend Holding,54,DBPedia_3684Forbes_690
dbpedia_forbes_10687,DBPedia_10686,Forbes_12,ReadSoft,Microsoft,59,DBPedia_10686Forbes_12
dbpedia_forbes_7720,DBPedia_7719,Forbes_925,W Racing Team,WW Grainger,67,DBPedia_7719Forbes_925
dbpedia_forbes_8538,DBPedia_8537,Forbes_493,Coca-Cola Consolidated,Consolidated Edison,59,DBPedia_8537Forbes_493
dbpedia_forbes_8680,DBPedia_8679,Forbes_1147,Stew Leonard's,Leonardo,64,DBPedia_8679Forbes_1147
dbpedia_forbes_1775,DBPedia_1774,Forbes_1955,China Medical Technologies,Intco Medical Technology,80,DBPedia_1774Forbes_1955
dbpedia_forbes_10577,DBPedia_10576,Forbes_766,Dongxing Securities,Haitong Securities,76,DBPedia_10576Forbes_766
dbpedia_forbes_7837,DBPedia_7836,Forbes_1438,Watson Farley & Williams,Williams-Sonoma,65,DBPedia_7836Forbes_1438
dbpedia_forbes_6896,DBPedia_6895,Forbes_7,Paule Ka,Apple,62,DBPedia_6895Forbes_7
dbpedia_forbes_10467,DBPedia_10466,Forbes_415,Novozymes,Novatek,50,DBPedia_10466Forbes_415
dbpedia_forbes_7912,DBPedia_7911,Forbes_861,Atlantic Grupa,Atlantia,73,DBPedia_7911Forbes_861
dbpedia_forbes_10026,DBPedia_10025,Forbes_216,Paysafe,PayPal,62,DBPedia_10025Forbes_216
dbpedia_forbes_1189,DBPedia_1188,Forbes_800,Petrojack,WestRock,71,DBPedia_1188Forbes_800
dbpedia_forbes_8644,DBPedia_8643,Forbes_195,Genesis HealthCare,HCA Healthcare,69,DBPedia_8643Forbes_195
dbpedia_forbes_10708,DBPedia_10707,Forbes_760,SpaceDev,Sandvik,53,DBPedia_10707Forbes_760
dbpedia_forbes_8347,DBPedia_8346,Forbes_1345,Benchmark Electronics,Compal Electronics,77,DBPedia_8346Forbes_1345
dbpedia_forbes_8863,DBPedia_8862,Forbes_238,Hellenic Petroleum,Marathon Petroleum,67,DBPedia_8862Forbes_238
dbpedia_forbes_9578,DBPedia_9577,Forbes_181,African Sun,Anglo American,64,DBPedia_9577Forbes_181
dbpedia_forbes_10202,DBPedia_10201,Forbes_49,LegalZoom,Gazprom,62,DBPedia_10201Forbes_49
dbpedia_forbes_4206,DBPedia_4205,Forbes_51,Infrabel,Intel,62,DBPedia_4205Forbes_51
dbpedia_forbes_4299,DBPedia_4298,Forbes_1826,Wren Kitchens,ICON (Ireland),56,DBPedia_4298Forbes_1826
dbpedia_forbes_8645,DBPedia_8644,Forbes_709,Mabe (company),The Mosaic Company,73,DBPedia_8644Forbes_709
dbpedia_forbes_7260,DBPedia_7259,Forbes_977,INKAS,Cintas,73,DBPedia_7259Forbes_977
dbpedia_forbes_5549,DBPedia_5548,Forbes_799,Empower Retirement,Siemens Energy,56,DBPedia_5548Forbes_799
dbpedia_forbes_6906,DBPedia_6905,Forbes_1049,Stiebel Eltron,Reliance Steel,64,DBPedia_6905Forbes_1049
dbpedia_forbes_4882,DBPedia_4881,Forbes_1954,Helibras,Hera,67,DBPedia_4881Forbes_1954
dbpedia_forbes_6745,DBPedia_6744,Forbes_448,Trustmark (bank),Standard Bank Group,67,DBPedia_6744Forbes_448
dbpedia_forbes_322,DBPedia_321,Forbes_1305,Freshfields Bruckhaus Deringer,China Resources Power,47,DBPedia_321Forbes_1305
dbpedia_forbes_9325,DBPedia_9324,Forbes_598,Credit Saison,Credit Suisse Group,62,DBPedia_9324Forbes_598
dbpedia_forbes_3933,DBPedia_3932,Forbes_20,First Data,AT&T,57,DBPedia_3932Forbes_20
dbpedia_forbes_4167,DBPedia_4166,Forbes_980,"Phillips Foods, Inc. and Seafood Restaurants",Restaurant Brands International,55,DBPedia_4166Forbes_980
dbpedia_forbes_7034,DBPedia_7033,Forbes_1068,Felleskjøpet,Celanese,53,DBPedia_7033Forbes_1068
dbpedia_forbes_7176,DBPedia_7175,Forbes_321,Sumitomo Riko,Sumitomo,76,DBPedia_7175Forbes_321
dbpedia_forbes_10054,DBPedia_10053,Forbes_1467,Vizio,Covivio,67,DBPedia_10053Forbes_1467
dbpedia_forbes_10612,DBPedia_10611,Forbes_225,Societe Generale Ghana,Société Générale,71,DBPedia_10611Forbes_225
dbpedia_forbes_3656,DBPedia_3655,Forbes_1634,Ligand Pharmaceuticals,Sino Biopharmaceutical,73,DBPedia_3655Forbes_1634
dbpedia_forbes_2799,DBPedia_2798,Forbes_600,Bank Muscat,M&T Bank,74,DBPedia_2798Forbes_600
dbpedia_forbes_10639,DBPedia_10638,Forbes_1433,Buehler Foods,Suntory Beverage & Food,59,DBPedia_10638Forbes_1433
dbpedia_forbes_9893,DBPedia_9892,Forbes_1074,Molex,Flex,67,DBPedia_9892Forbes_1074
dbpedia_forbes_10417,DBPedia_10416,Forbes_1563,Everbright Water,China Everbright International,61,DBPedia_10416Forbes_1563
dbpedia_forbes_9043,DBPedia_9042,Forbes_1515,Market Basket (Louisiana and Texas),Martin Marietta Materials,48,DBPedia_9042Forbes_1515
dbpedia_forbes_6232,DBPedia_6231,Forbes_76,Omron Adept,The Home Depot,56,DBPedia_6231Forbes_76
dbpedia_forbes_7462,DBPedia_7461,Forbes_115,Boral,Oracle,73,DBPedia_7461Forbes_115
dbpedia_forbes_402,DBPedia_401,Forbes_22,Gazprom Neftekhim Salavat,UnitedHealth Group,51,DBPedia_401Forbes_22
dbpedia_forbes_2543,DBPedia_2542,Forbes_1623,SU-155,K+S,44,DBPedia_2542Forbes_1623
dbpedia_forbes_7233,DBPedia_7232,Forbes_727,Pisiffik,Aisin Seiki,53,DBPedia_7232Forbes_727
dbpedia_forbes_4622,DBPedia_4621,Forbes_149,Gafisa,Visa,60,DBPedia_4621Forbes_149
dbpedia_forbes_4936,DBPedia_4935,Forbes_252,Texas Capital Bank,Qatar National Bank,65,DBPedia_4935Forbes_252
dbpedia_forbes_10379,DBPedia_10378,Forbes_886,Ahtium,Ternium,62,DBPedia_10378Forbes_886
dbpedia_forbes_3412,DBPedia_3411,Forbes_465,Brightcove,Bridgestone,67,DBPedia_3411Forbes_465
dbpedia_forbes_5564,DBPedia_5563,Forbes_652,NB Power,CGN Power,82,DBPedia_5563Forbes_652
dbpedia_forbes_5476,DBPedia_5475,Forbes_367,United Bank for Africa Kenya Limited,United Overseas Bank,57,DBPedia_5475Forbes_367
dbpedia_forbes_1699,DBPedia_1698,Forbes_184,Acceleware,Accenture,63,DBPedia_1698Forbes_184
dbpedia_forbes_4939,DBPedia_4938,Forbes_1296,Eramet,Ametek,67,DBPedia_4938Forbes_1296
dbpedia_forbes_2245,DBPedia_2244,Forbes_658,Kornit Digital,Western Digital,69,DBPedia_2244Forbes_658
dbpedia_forbes_9157,DBPedia_9156,Forbes_863,Yingda International Trust,Shanghai International Port,75,DBPedia_9156Forbes_863
dbpedia_forbes_6251,DBPedia_6250,Forbes_921,Kum & Go,M&G,67,DBPedia_6250Forbes_921
dbpedia_forbes_5640,DBPedia_5639,Forbes_715,Gasum,Ageas,60,DBPedia_5639Forbes_715
dbpedia_forbes_1024,DBPedia_1023,Forbes_1156,Navy Mutual,Old Mutual,67,DBPedia_1023Forbes_1156
dbpedia_forbes_3318,DBPedia_3317,Forbes_1697,Capitol Federal Savings Bank,Shanghai Commercial & Savings Bank,63,DBPedia_3317Forbes_1697
dbpedia_forbes_3571,DBPedia_3570,Forbes_1700,Smedvig,ResMed,62,DBPedia_3570Forbes_1700
dbpedia_forbes_743,DBPedia_742,Forbes_905,Attachmate,AntarChile,60,DBPedia_742Forbes_905
dbpedia_forbes_10517,DBPedia_10516,Forbes_133,Jamf,BASF,50,DBPedia_10516Forbes_133
dbpedia_forbes_3804,DBPedia_3803,Forbes_608,Avision,Hikvision,75,DBPedia_3803Forbes_608
dbpedia_forbes_4416,DBPedia_4415,Forbes_1324,Cosan,CSN,75,DBPedia_4415Forbes_1324
dbpedia_forbes_60,DBPedia_59,Forbes_1722,Ripley S.A.,Nexi S.p.A.,60,DBPedia_59Forbes_1722
dbpedia_forbes_9507,DBPedia_9506,Forbes_348,BE&K,BCE,57,DBPedia_9506Forbes_348
dbpedia_forbes_9450,DBPedia_9449,Forbes_162,Leon's,Lowe's,67,DBPedia_9449Forbes_162
dbpedia_forbes_3552,DBPedia_3551,Forbes_1644,Clear Secure,Meritz Securities,62,DBPedia_3551Forbes_1644
dbpedia_forbes_5406,DBPedia_5405,Forbes_112,Capital Newspapers,Capital One,69,DBPedia_5405Forbes_112
dbpedia_forbes_2825,DBPedia_2824,Forbes_1448,Stroh,Wistron,67,DBPedia_2824Forbes_1448
dbpedia_forbes_2705,DBPedia_2704,Forbes_1786,Amdocs,ATOS,60,DBPedia_2704Forbes_1786
dbpedia_forbes_2572,DBPedia_2571,Forbes_1117,Maximus Inc.,Finatis,56,DBPedia_2571Forbes_1117
dbpedia_forbes_6150,DBPedia_6149,Forbes_539,Taj Samudra,Samsung C&T,55,DBPedia_6149Forbes_539
dbpedia_forbes_5043,DBPedia_5042,Forbes_579,James Fisher & Sons,Raymond James Financial,55,DBPedia_5042Forbes_579
dbpedia_forbes_3559,DBPedia_3558,Forbes_809,Slack Technologies,HCL Technologies,82,DBPedia_3558Forbes_809
dbpedia_forbes_7595,DBPedia_7594,Forbes_385,Enterprise Holdings,ENEOS Holdings,79,DBPedia_7594Forbes_385
dbpedia_forbes_1108,DBPedia_1107,Forbes_338,Red Funnel,Fannie Mae,60,DBPedia_1107Forbes_338
dbpedia_forbes_6470,DBPedia_6469,Forbes_164,Dechert,Deutsche Post,60,DBPedia_6469Forbes_164
dbpedia_forbes_10095,DBPedia_10094,Forbes_74,Meijer,MetLife,62,DBPedia_10094Forbes_74
dbpedia_forbes_5130,DBPedia_5129,Forbes_1284,La Polar,Popular,67,DBPedia_5129Forbes_1284
dbpedia_forbes_4016,DBPedia_4015,Forbes_153,Exact (company),Deere & Company,69,DBPedia_4015Forbes_153
dbpedia_forbes_1175,DBPedia_1174,Forbes_32,Comgás,Comcast,67,DBPedia_1174Forbes_32
dbpedia_forbes_5803,DBPedia_5802,Forbes_1377,Amara Raja Group,Royal Caribbean Group,65,DBPedia_5802Forbes_1377
dbpedia_forbes_4801,DBPedia_4800,Forbes_50,Bupa,BP,67,DBPedia_4800Forbes_50
dbpedia_forbes_10380,DBPedia_10379,Forbes_554,Akorn,Aon,75,DBPedia_10379Forbes_554
dbpedia_forbes_2268,DBPedia_2267,Forbes_60,14. oktobar,Ford Motor,50,DBPedia_2267Forbes_60
dbpedia_forbes_1989,DBPedia_1988,Forbes_214,Takeda Pharmaceutical Company,Takeda Pharmaceutical,84,DBPedia_1988Forbes_214
dbpedia_forbes_981,DBPedia_980,Forbes_1369,Rauma Marine Constructions,XCMG Construction Machinery,75,DBPedia_980Forbes_1369
dbpedia_forbes_3361,DBPedia_3360,Forbes_990,Canica,Centrica,71,DBPedia_3360Forbes_990
dbpedia_forbes_9981,DBPedia_9980,Forbes_1363,Boston Beer Company,Brown-Forman,58,DBPedia_9980Forbes_1363
dbpedia_forbes_8274,DBPedia_8273,Forbes_554,Yahoo!,Aon,50,DBPedia_8273Forbes_554
dbpedia_forbes_1439,DBPedia_1438,Forbes_139,Clearwater Paper,Caterpillar,59,DBPedia_1438Forbes_139
dbpedia_forbes_9437,DBPedia_9436,Forbes_435,Morton's The Steakhouse,The Estée Lauder Companies,58,DBPedia_9436Forbes_435
dbpedia_forbes_10311,DBPedia_10310,Forbes_1671,Cenveo,Cerner,67,DBPedia_10310Forbes_1671
dbpedia_forbes_2530,DBPedia_2529,Forbes_153,Ledo (company),Deere & Company,72,DBPedia_2529Forbes_153
dbpedia_forbes_3370,DBPedia_3369,Forbes_23,Vaxart,Walmart,62,DBPedia_3369Forbes_23
dbpedia_forbes_5334,DBPedia_5333,Forbes_302,Kivi-Tex,Inditex,67,DBPedia_5333Forbes_302
dbpedia_forbes_5339,DBPedia_5338,Forbes_1211,Random House,TransDigm Group,59,DBPedia_5338Forbes_1211
dbpedia_forbes_290,DBPedia_289,Forbes_1274,Modell's Sporting Goods,Dick's Sporting Goods,73,DBPedia_289Forbes_1274
dbpedia_forbes_3861,DBPedia_3860,Forbes_847,Pestana Group,MTN Group,73,DBPedia_3860Forbes_847
dbpedia_forbes_6633,DBPedia_6632,Forbes_649,Mitsubishi Logisnext,Mitsubishi Estate,70,DBPedia_6632Forbes_649
dbpedia_forbes_7633,DBPedia_7632,Forbes_454,Medpace,MediaTek,67,DBPedia_7632Forbes_454
dbpedia_forbes_7164,DBPedia_7163,Forbes_1838,Systembolaget,Sistema,60,DBPedia_7163Forbes_1838
dbpedia_forbes_4987,DBPedia_4986,Forbes_1780,Fidelity Investments,American Equity Investment,70,DBPedia_4986Forbes_1780
dbpedia_forbes_10692,DBPedia_10691,Forbes_198,Yankee Candle,China Vanke,58,DBPedia_10691Forbes_198
dbpedia_forbes_683,DBPedia_682,Forbes_560,Farmer Brothers,Wesfarmers,64,DBPedia_682Forbes_560
dbpedia_forbes_2493,DBPedia_2492,Forbes_1316,Entertainment UK,Flutter Entertainment,81,DBPedia_2492Forbes_1316
dbpedia_forbes_5466,DBPedia_5465,Forbes_1918,Benecke-Kaliko,Kiyo Bank ,61,DBPedia_5465Forbes_1918
dbpedia_forbes_9789,DBPedia_9788,Forbes_375,Woolrich,Woolworths,67,DBPedia_9788Forbes_375
dbpedia_forbes_9158,DBPedia_9157,Forbes_1632,Xinyuan Real Estate,Xinyu Iron & Steel,63,DBPedia_9157Forbes_1632
dbpedia_forbes_7370,DBPedia_7369,Forbes_431,Boyd Gaming,Boeing,59,DBPedia_7369Forbes_431
dbpedia_forbes_9513,DBPedia_9512,Forbes_1950,Baltika Breweries,Healthpeak Properties,58,DBPedia_9512Forbes_1950
dbpedia_forbes_6768,DBPedia_6767,Forbes_775,Bard (company),Baker Hughes Company,69,DBPedia_6767Forbes_775
dbpedia_forbes_1158,DBPedia_1157,Forbes_751,Publix,Public Bank,59,DBPedia_1157Forbes_751
dbpedia_forbes_7295,DBPedia_7294,Forbes_1031,Københavns Lufthavne,Deutsche Lufthansa,54,DBPedia_7294Forbes_1031
dbpedia_forbes_7339,DBPedia_7338,Forbes_1636,Canon Production Printing,Dai Nippon Printing,59,DBPedia_7338Forbes_1636
dbpedia_forbes_4700,DBPedia_4699,Forbes_361,NHK Spring Company,Kraft Heinz Company,59,DBPedia_4699Forbes_361
dbpedia_forbes_1483,DBPedia_1482,Forbes_1635,Enli Health Intelligence,LG Household & Health Care,54,DBPedia_1482Forbes_1635
dbpedia_forbes_3531,DBPedia_3530,Forbes_750,MEG Energy,NRG Energy,80,DBPedia_3530Forbes_750
dbpedia_forbes_9025,DBPedia_9024,Forbes_455,Holiday Rambler,Recruit Holdings ,52,DBPedia_9024Forbes_455
dbpedia_forbes_1863,DBPedia_1862,Forbes_1655,Chenming Paper,Wacker Chemie,67,DBPedia_1862Forbes_1655
dbpedia_forbes_7990,DBPedia_7989,Forbes_1625,Evotec,Investec,57,DBPedia_7989Forbes_1625
dbpedia_forbes_7516,DBPedia_7515,Forbes_153,Precisely (company),Deere & Company,67,DBPedia_7515Forbes_153
dbpedia_forbes_9982,DBPedia_9981,Forbes_1164,Black Hills Corporation,CJ Corporation,70,DBPedia_9981Forbes_1164
dbpedia_forbes_2754,DBPedia_2753,Forbes_29,Tolko,Total,60,DBPedia_2753Forbes_29
dbpedia_forbes_2498,DBPedia_2497,Forbes_130,Stannah Lifts,Intesa Sanpaolo,57,DBPedia_2497Forbes_130
dbpedia_forbes_1788,DBPedia_1787,Forbes_1022,Haw Par Corporation,iA Financial Corporation,70,DBPedia_1787Forbes_1022
dbpedia_forbes_7933,DBPedia_7932,Forbes_1775,Henry Boot plc,Toll Brothers,59,DBPedia_7932Forbes_1775
dbpedia_forbes_10273,DBPedia_10272,Forbes_1494,Bank of Bahrain and Kuwait,Bank of East Asia,60,DBPedia_10272Forbes_1494
dbpedia_forbes_4096,DBPedia_4095,Forbes_1558,Atlantic Airways,All Nippon Airways,71,DBPedia_4095Forbes_1558
dbpedia_forbes_5510,DBPedia_5509,Forbes_889,Sanwa Electronic,Renesas Electronics,74,DBPedia_5509Forbes_889
dbpedia_forbes_5579,DBPedia_5578,Forbes_1477,The Travelers Companies,Cooper Companies,62,DBPedia_5578Forbes_1477
dbpedia_forbes_10363,DBPedia_10362,Forbes_380,Access Bank Zambia,Al Rajhi Bank,58,DBPedia_10362Forbes_380
dbpedia_forbes_6799,DBPedia_6798,Forbes_944,Brittany Ferries,Jefferies Financial ,57,DBPedia_6798Forbes_944
dbpedia_forbes_10168,DBPedia_10167,Forbes_1944,Great Lakes Pilotage Authority,Aristocrat Leisure,50,DBPedia_10167Forbes_1944
