Match ID,dbpedia_uid,sbti_uid,dbpedia_company,sbti_company,Similarity Score,dbpedia_sbti_uids
dbpedia_sbti_3013,DBPedia_3012,SBTI_2422,Cheba Hut,Henri Hutin,60,DBPedia_3012SBTI_2422
dbpedia_sbti_4699,DBPedia_4698,SBTI_2016,Fujikura,Fujikura Ltd,80,DBPedia_4698SBTI_2016
dbpedia_sbti_549,DBPedia_548,SBTI_4208,Advanz Pharma,Pharma Mar,70,DBPedia_548SBTI_4208
dbpedia_sbti_10625,DBPedia_10624,SBTI_2462,IN2,Hines,50,DBPedia_10624SBTI_2462
dbpedia_sbti_286,DBPedia_285,SBTI_31,SmartCentres,Aarti Industries,57,DBPedia_285SBTI_31
dbpedia_sbti_3290,DBPedia_3289,SBTI_4778,InsideView,ServiceNow Inc.,67,DBPedia_3289SBTI_4778
dbpedia_sbti_4167,DBPedia_4166,SBTI_4495,"Phillips Foods, Inc. and Seafood Restaurants",Restaurant Brands International Inc.,57,DBPedia_4166SBTI_4495
dbpedia_sbti_2027,DBPedia_2026,SBTI_2986,Edding,Kering,67,DBPedia_2026SBTI_2986
dbpedia_sbti_1324,DBPedia_1323,SBTI_88,Liberty Orchards,Acuity Brands,55,DBPedia_1323SBTI_88
dbpedia_sbti_2589,DBPedia_2588,SBTI_2659,Stingray Group,INFRA Group,80,DBPedia_2588SBTI_2659
dbpedia_sbti_8785,DBPedia_8784,SBTI_5007,Acosta Sales & Marketing,Sparks Marketing LLC,71,DBPedia_8784SBTI_5007
dbpedia_sbti_865,DBPedia_864,SBTI_3245,Port of Tallinn,Lion Corporation,58,DBPedia_864SBTI_3245
dbpedia_sbti_3360,DBPedia_3359,SBTI_4545,Property Company of Friends,Rogers & Company Limited,65,DBPedia_3359SBTI_4545
dbpedia_sbti_4855,DBPedia_4854,SBTI_103,23andMe,ADM,60,DBPedia_4854SBTI_103
dbpedia_sbti_6022,DBPedia_6021,SBTI_1531,Essence Global,DT Global,61,DBPedia_6021SBTI_1531
dbpedia_sbti_10272,DBPedia_10271,SBTI_867,Baowu,BW,57,DBPedia_10271SBTI_867
dbpedia_sbti_77,DBPedia_76,SBTI_1797,Pošte Srpske,Evotec SE,57,DBPedia_76SBTI_1797
dbpedia_sbti_7252,DBPedia_7251,SBTI_313,Xandr,ANDRITZ,67,DBPedia_7251SBTI_313
dbpedia_sbti_8699,DBPedia_8698,SBTI_3927,Banco de Bogotá,"Novo Banco, SA",67,DBPedia_8698SBTI_3927
dbpedia_sbti_4456,DBPedia_4455,SBTI_5760,Via (retailer),Value Frontier,62,DBPedia_4455SBTI_5760
dbpedia_sbti_5656,DBPedia_5655,SBTI_222,Elliott Investment Management,Allianz Investment Management SE,82,DBPedia_5655SBTI_222
dbpedia_sbti_9253,DBPedia_9252,SBTI_1434,Deutsche Presse-Agentur,Deutsche Telekom AG,67,DBPedia_9252SBTI_1434
dbpedia_sbti_2044,DBPedia_2043,SBTI_5147,Synechron Inc,Sunrun Inc.,70,DBPedia_2043SBTI_5147
dbpedia_sbti_1649,DBPedia_1648,SBTI_2546,Toyo Suisan,Huiskula Oy,64,DBPedia_1648SBTI_2546
dbpedia_sbti_6258,DBPedia_6257,SBTI_2299,Iguatemi S.A.,GUBI A/S,70,DBPedia_6257SBTI_2299
dbpedia_sbti_8758,DBPedia_8757,SBTI_4144,Avanade,Parade,62,DBPedia_8757SBTI_4144
dbpedia_sbti_8744,DBPedia_8743,SBTI_5301,Wavefront Technology Solutions,Techso Solutions,65,DBPedia_8743SBTI_5301
dbpedia_sbti_6425,DBPedia_6424,SBTI_14,Alliance Boots,A-Star Alliance,69,DBPedia_6424SBTI_14
dbpedia_sbti_1212,DBPedia_1211,SBTI_755,Confidence Group,Bonduelle Group,71,DBPedia_1211SBTI_755
dbpedia_sbti_9947,DBPedia_9946,SBTI_3699,Roundy's,Mundys,71,DBPedia_9946SBTI_3699
dbpedia_sbti_7065,DBPedia_7064,SBTI_803,Brighton Energy Co-operative,Bridgestone Corporation,63,DBPedia_7064SBTI_803
dbpedia_sbti_270,DBPedia_269,SBTI_490,Anhanguera Educacional,Aura Light International AB,53,DBPedia_269SBTI_490
dbpedia_sbti_7767,DBPedia_7766,SBTI_5577,Transpetro,TransPerfect,73,DBPedia_7766SBTI_5577
dbpedia_sbti_8300,DBPedia_8299,SBTI_5035,Serpent Model Racing Cars,Sprint Consulting AS,58,DBPedia_8299SBTI_5035
dbpedia_sbti_8378,DBPedia_8377,SBTI_2982,Compañia General de Electricidad,Kenya Electricity Generating Company PLC,65,DBPedia_8377SBTI_2982
dbpedia_sbti_8915,DBPedia_8914,SBTI_5175,HelgelandsKraft,Svenska spel,52,DBPedia_8914SBTI_5175
dbpedia_sbti_8148,DBPedia_8147,SBTI_4994,Jura Elektroapparate,Sopra Steria Group,53,DBPedia_8147SBTI_4994
dbpedia_sbti_2679,DBPedia_2678,SBTI_522,Ameris Bancorp,Avinor AS,61,DBPedia_2678SBTI_522
dbpedia_sbti_2306,DBPedia_2305,SBTI_283,American Shipping Company,American Express Company,73,DBPedia_2305SBTI_283
dbpedia_sbti_8473,DBPedia_8472,SBTI_718,US Foods,BKI foods a/s,67,DBPedia_8472SBTI_718
dbpedia_sbti_8295,DBPedia_8294,SBTI_3120,South Metropolitan Electric Light and Power Company,"Kyushu Electric Power Company, Incorporated",60,DBPedia_8294SBTI_3120
dbpedia_sbti_1569,DBPedia_1568,SBTI_3329,Tsinghua Holdings,"m-up holdings,Inc.",71,DBPedia_1568SBTI_3329
dbpedia_sbti_7629,DBPedia_7628,SBTI_4065,Good Sam Enterprises,Origin Enterprises plc,67,DBPedia_7628SBTI_4065
dbpedia_sbti_6138,DBPedia_6137,SBTI_1248,Software AG,Coupa Software,80,DBPedia_6137SBTI_1248
dbpedia_sbti_4311,DBPedia_4310,SBTI_1385,Repower (company),Deere & Company,71,DBPedia_4310SBTI_1385
dbpedia_sbti_3884,DBPedia_3883,SBTI_5677,West Coast Customs,"Um-Welt Co.,Ltd.",62,DBPedia_3883SBTI_5677
dbpedia_sbti_3822,DBPedia_3821,SBTI_3310,Tullow Oil,lululemon,53,DBPedia_3821SBTI_3310
dbpedia_sbti_5590,DBPedia_5589,SBTI_5443,The White Company (retailer),The Wendy's Company,67,DBPedia_5589SBTI_5443
dbpedia_sbti_1059,DBPedia_1058,SBTI_2375,Savola Group,Havea Group,78,DBPedia_1058SBTI_2375
dbpedia_sbti_1565,DBPedia_1564,SBTI_3106,Brugseni,Kungsleden AB,57,DBPedia_1564SBTI_3106
dbpedia_sbti_8098,DBPedia_8097,SBTI_64,Marcopolo S.A.,Accor S.A.,64,DBPedia_8097SBTI_64
dbpedia_sbti_6985,DBPedia_6984,SBTI_3597,Nippon Flour Mills,Mitchells & Butlers plc,51,DBPedia_6984SBTI_3597
dbpedia_sbti_9193,DBPedia_9192,SBTI_5090,Profile Systems and Software,Stibo Software Group A/S,62,DBPedia_9192SBTI_5090
dbpedia_sbti_4074,DBPedia_4073,SBTI_3309,Arnold Laver,LUKER AGRÍCOLA,64,DBPedia_4073SBTI_3309
dbpedia_sbti_1224,DBPedia_1223,SBTI_3673,Moxies,Mowi,60,DBPedia_1223SBTI_3673
dbpedia_sbti_6517,DBPedia_6516,SBTI_13,Rio Alto Mining,A-Insinöörit Oy,64,DBPedia_6516SBTI_13
dbpedia_sbti_4063,DBPedia_4062,SBTI_1676,Chemring Group,Emmi Group,75,DBPedia_4062SBTI_1676
dbpedia_sbti_653,DBPedia_652,SBTI_2552,Hana Micron,Humana Inc.,67,DBPedia_652SBTI_2552
dbpedia_sbti_10331,DBPedia_10330,SBTI_3440,Westamerica Bank,Material Bank,69,DBPedia_10330SBTI_3440
dbpedia_sbti_4650,DBPedia_4649,SBTI_1608,Rádio e Televisão de Portugal,EDP - Energias de Portugal S.A.,55,DBPedia_4649SBTI_1608
dbpedia_sbti_4581,DBPedia_4580,SBTI_2817,GameStop,Jamestown,71,DBPedia_4580SBTI_2817
dbpedia_sbti_4779,DBPedia_4778,SBTI_1564,Dar Al Arkan Real Estate Development Company,Earls Court Development Company,64,DBPedia_4778SBTI_1564
dbpedia_sbti_8377,DBPedia_8376,SBTI_5671,Juki,UKG,57,DBPedia_8376SBTI_5671
dbpedia_sbti_9897,DBPedia_9896,SBTI_5048,Steve Jackson Games,St. James's Place,63,DBPedia_9896SBTI_5048
dbpedia_sbti_3021,DBPedia_3020,SBTI_5516,Baker Tilly International,Toly Group International,78,DBPedia_3020SBTI_5516
dbpedia_sbti_9174,DBPedia_9173,SBTI_5789,Xella,Verallia,62,DBPedia_9173SBTI_5789
dbpedia_sbti_4056,DBPedia_4055,SBTI_2505,Chain Reaction Cycles,"Hon Hai Precision Inc. Co., Ltd.",61,DBPedia_4055SBTI_2505
dbpedia_sbti_3436,DBPedia_3435,SBTI_5485,Venable LLP,TLT LLP,56,DBPedia_3435SBTI_5485
dbpedia_sbti_3380,DBPedia_3379,SBTI_950,Carlsberg Srbija,Carlsberg Group,71,DBPedia_3379SBTI_950
dbpedia_sbti_6924,DBPedia_6923,SBTI_4501,Exelon,Rexel,73,DBPedia_6923SBTI_4501
dbpedia_sbti_3223,DBPedia_3222,SBTI_1582,Secretlab,Ecolab,67,DBPedia_3222SBTI_1582
dbpedia_sbti_7093,DBPedia_7092,SBTI_1597,Dilmah,Edelman,62,DBPedia_7092SBTI_1597
dbpedia_sbti_3204,DBPedia_3203,SBTI_4540,RATP Group,Roca Group,80,DBPedia_3203SBTI_4540
dbpedia_sbti_10655,DBPedia_10654,SBTI_3806,New Relic,"New Relic, Inc.",82,DBPedia_10654SBTI_3806
dbpedia_sbti_6948,DBPedia_6947,SBTI_2403,HFF (commercial real estate),"Heiwa Real Estate Co., Ltd.",64,DBPedia_6947SBTI_2403
dbpedia_sbti_3809,DBPedia_3808,SBTI_55,APA – The Engineered Wood Association,ACCA (Association of Chartered Certified Accountants),56,DBPedia_3808SBTI_55
dbpedia_sbti_8328,DBPedia_8327,SBTI_1017,Canadian Imperial Bank of Commerce,"CHANG HWA COMMERCIAL BANK, LTD.",63,DBPedia_8327SBTI_1017
dbpedia_sbti_6509,DBPedia_6508,SBTI_886,Caffè Nero,CAF Group,67,DBPedia_6508SBTI_886
dbpedia_sbti_1051,DBPedia_1050,SBTI_2268,O Boticário,Grupo Boticário,83,DBPedia_1050SBTI_2268
dbpedia_sbti_10282,DBPedia_10281,SBTI_828,Brown Thomas,Brown Thomas Arnotts,75,DBPedia_10281SBTI_828
dbpedia_sbti_228,DBPedia_227,SBTI_2736,Frikom,IPCOM,55,DBPedia_227SBTI_2736
dbpedia_sbti_1308,DBPedia_1307,SBTI_6082,Hongkong Electric Company,Yokogawa Electric Corporation,70,DBPedia_1307SBTI_6082
dbpedia_sbti_7387,DBPedia_7386,SBTI_3216,Samsung Electro-Mechanics,LG Electronics Inc.,65,DBPedia_7386SBTI_3216
dbpedia_sbti_3395,DBPedia_3394,SBTI_4405,John Paul Mitchell Systems,Radius Systems Limited,62,DBPedia_3394SBTI_4405
dbpedia_sbti_4359,DBPedia_4358,SBTI_6095,MCS (fashion brand),"Yum! Brands, Inc.",65,DBPedia_4358SBTI_6095
dbpedia_sbti_1111,DBPedia_1110,SBTI_2639,Indivior,Indra,62,DBPedia_1110SBTI_2639
dbpedia_sbti_9443,DBPedia_9442,SBTI_3192,Legal & General,Legal & General Reinsurance,68,DBPedia_9442SBTI_3192
dbpedia_sbti_9325,DBPedia_9324,SBTI_1272,Credit Saison,Credit Suisse Group,62,DBPedia_9324SBTI_1272
dbpedia_sbti_6768,DBPedia_6767,SBTI_559,Bard (company),Bain & Company,83,DBPedia_6767SBTI_559
dbpedia_sbti_10422,DBPedia_10421,SBTI_1429,Exim Bank (Djibouti),Deutsche Bahn,52,DBPedia_10421SBTI_1429
dbpedia_sbti_8589,DBPedia_8588,SBTI_5243,Sibat Tomarchio,Takachiho Shirasu Corp.,54,DBPedia_8588SBTI_5243
dbpedia_sbti_2209,DBPedia_2208,SBTI_1286,Manganese Bronze Holdings,"Crown Holdings, Inc",65,DBPedia_2208SBTI_1286
dbpedia_sbti_5618,DBPedia_5617,SBTI_1855,Third Federal S&L,Fenergo Ltd.,57,DBPedia_5617SBTI_1855
dbpedia_sbti_10208,DBPedia_10207,SBTI_1939,Lookers,Forkers,71,DBPedia_10207SBTI_1939
dbpedia_sbti_6978,DBPedia_6977,SBTI_636,Exim Bank (Uganda),Belfius Bank SA,58,DBPedia_6977SBTI_636
dbpedia_sbti_6654,DBPedia_6653,SBTI_2655,Cirque du Soleil,Informed Solutions Ltd,53,DBPedia_6653SBTI_2655
dbpedia_sbti_990,DBPedia_989,SBTI_3133,Idacorp,Labcorp,71,DBPedia_989SBTI_3133
dbpedia_sbti_9747,DBPedia_9746,SBTI_1426,Jetstar,deSter,62,DBPedia_9746SBTI_1426
dbpedia_sbti_6153,DBPedia_6152,SBTI_4036,Ponsse,onsemi,67,DBPedia_6152SBTI_4036
dbpedia_sbti_8491,DBPedia_8490,SBTI_2906,Pull&Bear,Kabbara LLC.,60,DBPedia_8490SBTI_2906
dbpedia_sbti_7735,DBPedia_7734,SBTI_1424,DESFA,Desigual,62,DBPedia_7734SBTI_1424
dbpedia_sbti_192,DBPedia_191,SBTI_739,El Zorro (railway),BNSF Railway,57,DBPedia_191SBTI_739
dbpedia_sbti_5574,DBPedia_5573,SBTI_542,SNS Reaal,Azul S.A,59,DBPedia_5573SBTI_542
dbpedia_sbti_10120,DBPedia_10119,SBTI_1152,Colgate-Palmolive,Colgate Palmolive Company,81,DBPedia_10119SBTI_1152
dbpedia_sbti_9565,DBPedia_9564,SBTI_845,GBC International Bank,Bugaboo International,79,DBPedia_9564SBTI_845
dbpedia_sbti_778,DBPedia_777,SBTI_2589,HB Construction,Icon Construction,81,DBPedia_777SBTI_2589
dbpedia_sbti_9189,DBPedia_9188,SBTI_1429,Cadence Bank,Deutsche Bahn,64,DBPedia_9188SBTI_1429
dbpedia_sbti_9188,DBPedia_9187,SBTI_3968,Ocean Beach People's Organic Food Market,O.R.I. MARTIN S.P.A.,48,DBPedia_9187SBTI_3968
dbpedia_sbti_1883,DBPedia_1882,SBTI_3459,First Atlantic Bank,mBank S.A,57,DBPedia_1882SBTI_3459
dbpedia_sbti_9630,DBPedia_9629,SBTI_962,Fincantieri,CARTIER,67,DBPedia_9629SBTI_962
dbpedia_sbti_1441,DBPedia_1440,SBTI_6092,Global Industrial Company,Yuenthai Industrial Company Ltd.,64,DBPedia_1440SBTI_6092
dbpedia_sbti_3580,DBPedia_3579,SBTI_825,Ginkgo Bioworks,Brooks Running,62,DBPedia_3579SBTI_825
dbpedia_sbti_6812,DBPedia_6811,SBTI_2138,Max Bögl,Glamox,62,DBPedia_6811SBTI_2138
dbpedia_sbti_3506,DBPedia_3505,SBTI_5876,Puma Biotechnology,Voi Technology AB,69,DBPedia_3505SBTI_5876
dbpedia_sbti_7768,DBPedia_7767,SBTI_582,Krasnoye Sormovo Factory No. 112,Banco do Brasil S.A.,48,DBPedia_7767SBTI_582
dbpedia_sbti_10505,DBPedia_10504,SBTI_90,Itaú Corpbanca,Acuon capital,62,DBPedia_10504SBTI_90
dbpedia_sbti_672,DBPedia_671,SBTI_4918,Chevron Phillips Chemical,"SK CHEMICALS CO.,LTD.",64,DBPedia_671SBTI_4918
dbpedia_sbti_5816,DBPedia_5815,SBTI_286,American States Water,American Tower Corporation,64,DBPedia_5815SBTI_286
dbpedia_sbti_331,DBPedia_330,SBTI_2772,GTT Communications,ITM Communications Limited,77,DBPedia_330SBTI_2772
dbpedia_sbti_10615,DBPedia_10614,SBTI_1064,Ichigo Inc.,"Chug, Inc",78,DBPedia_10614SBTI_1064
dbpedia_sbti_5273,DBPedia_5272,SBTI_2710,National Petrochemical Company,International Paper Company,70,DBPedia_5272SBTI_2710
dbpedia_sbti_441,DBPedia_440,SBTI_5590,Burelle,Trelleborg AB,60,DBPedia_440SBTI_5590
dbpedia_sbti_4097,DBPedia_4096,SBTI_590,Dansk Landbrugs Grovvareselskab,Bank of Ireland Group,50,DBPedia_4096SBTI_590
dbpedia_sbti_5617,DBPedia_5616,SBTI_4926,Vernon Building Society,Skipton Building Society,68,DBPedia_5616SBTI_4926
dbpedia_sbti_4118,DBPedia_4117,SBTI_651,Zegna,Beneva,55,DBPedia_4117SBTI_651
dbpedia_sbti_6006,DBPedia_6005,SBTI_2318,Textainer Group Holdings,"H.U. Group Holdings, Inc.",74,DBPedia_6005SBTI_2318
dbpedia_sbti_9479,DBPedia_9478,SBTI_791,Stradivarius (clothing brand),Brand Institute Inc.,57,DBPedia_9478SBTI_791
dbpedia_sbti_3207,DBPedia_3206,SBTI_3080,Kotipizza,KORIAN,53,DBPedia_3206SBTI_3080
dbpedia_sbti_9519,DBPedia_9518,SBTI_338,CKE Restaurants,API Restauration,65,DBPedia_9518SBTI_338
dbpedia_sbti_2449,DBPedia_2448,SBTI_4496,BreadTalk,RETAL,71,DBPedia_2448SBTI_4496
dbpedia_sbti_1697,DBPedia_1696,SBTI_164,Daikin,AIRINC,67,DBPedia_1696SBTI_164
dbpedia_sbti_8373,DBPedia_8372,SBTI_2451,Schering-Plough,Highland Spring Group,56,DBPedia_8372SBTI_2451
dbpedia_sbti_981,DBPedia_980,SBTI_1202,Rauma Marine Constructions,Construction Marine Ltd,78,DBPedia_980SBTI_1202
dbpedia_sbti_10534,DBPedia_10533,SBTI_118,Hy-Gain Antennas and Rotators,Advantest Corporation,52,DBPedia_10533SBTI_118
dbpedia_sbti_7109,DBPedia_7108,SBTI_3920,Synovus,Nova Sea AS,56,DBPedia_7108SBTI_3920
dbpedia_sbti_6558,DBPedia_6557,SBTI_997,Equinox Minerals,Cemminerals,67,DBPedia_6557SBTI_997
dbpedia_sbti_8736,DBPedia_8735,SBTI_504,Autoliv,Autoliv Inc,78,DBPedia_8735SBTI_504
dbpedia_sbti_7656,DBPedia_7655,SBTI_2260,CollaborateMD,Grove Collaborative,69,DBPedia_7655SBTI_2260
dbpedia_sbti_10428,DBPedia_10427,SBTI_1745,Essendant,Essentra,71,DBPedia_10427SBTI_1745
dbpedia_sbti_5785,DBPedia_5784,SBTI_772,Bâloise,Bose,80,DBPedia_5784SBTI_772
dbpedia_sbti_4339,DBPedia_4338,SBTI_1958,Orbia,Forvia,73,DBPedia_4338SBTI_1958
dbpedia_sbti_3258,DBPedia_3257,SBTI_3064,IMS Health,"Komodo Health, Inc.",67,DBPedia_3257SBTI_3064
dbpedia_sbti_9348,DBPedia_9347,SBTI_3786,MedcoEnergi,Neoenergia S.A,64,DBPedia_9347SBTI_3786
dbpedia_sbti_2075,DBPedia_2074,SBTI_4605,Renaissance Youth Center,Sabey Data Centers,57,DBPedia_2074SBTI_4605
dbpedia_sbti_6331,DBPedia_6330,SBTI_2297,Guyana Power and Light,Guava Amenities Pte Ltd,58,DBPedia_6330SBTI_2297
dbpedia_sbti_10595,DBPedia_10594,SBTI_2048,Poly Real Estate,Galimmo Real Estate,74,DBPedia_10594SBTI_2048
dbpedia_sbti_6721,DBPedia_6720,SBTI_2130,Meishan Iron and Steel,Give Steel A/S,61,DBPedia_6720SBTI_2130
dbpedia_sbti_7860,DBPedia_7859,SBTI_163,Airbus UK,Airbus,80,DBPedia_7859SBTI_163
dbpedia_sbti_5776,DBPedia_5775,SBTI_5585,Trans Viking Icebreaking & Offshore,Travis Perkins,51,DBPedia_5775SBTI_5585
dbpedia_sbti_9853,DBPedia_9852,SBTI_6112,Neogen,ZEN Energy,62,DBPedia_9852SBTI_6112
dbpedia_sbti_1364,DBPedia_1363,SBTI_4147,Global Payments,Paramount Global,77,DBPedia_1363SBTI_4147
dbpedia_sbti_1728,DBPedia_1727,SBTI_5239,ASC Pty Ltd,"Taiyo Co., Ltd.",70,DBPedia_1727SBTI_5239
dbpedia_sbti_3859,DBPedia_3858,SBTI_258,Amaysim,AMA SA,62,DBPedia_3858SBTI_258
dbpedia_sbti_4637,DBPedia_4636,SBTI_1099,Clarivate,"Clarivate, PLC",82,DBPedia_4636SBTI_1099
dbpedia_sbti_3855,DBPedia_3854,SBTI_4164,AP Eagers,Pattern S.P.A.,64,DBPedia_3854SBTI_4164
dbpedia_sbti_5970,DBPedia_5969,SBTI_5201,Telus Health,"Syneos Health, Inc.",62,DBPedia_5969SBTI_5201
dbpedia_sbti_8839,DBPedia_8838,SBTI_512,AdvanFort,Avantor,75,DBPedia_8838SBTI_512
dbpedia_sbti_5238,DBPedia_5237,SBTI_2751,Wuhan Iron and Steel Corporation,Irie System Incorporation,67,DBPedia_5237SBTI_2751
dbpedia_sbti_4803,DBPedia_4802,SBTI_1287,Banco de la Producción,Crux Product Design Ltd.,59,DBPedia_4802SBTI_1287
dbpedia_sbti_3711,DBPedia_3710,SBTI_249,Aurora Cannabis,Alterra Mountain Company,56,DBPedia_3710SBTI_249
dbpedia_sbti_5909,DBPedia_5908,SBTI_1291,POW! Entertainment,CSM Sport & Entertainment,80,DBPedia_5908SBTI_1291
dbpedia_sbti_2262,DBPedia_2261,SBTI_5187,Pošta Srbije,Swiss Post,55,DBPedia_2261SBTI_5187
dbpedia_sbti_10068,DBPedia_10067,SBTI_1164,Commvault,Comcast,62,DBPedia_10067SBTI_1164
dbpedia_sbti_3011,DBPedia_3010,SBTI_462,Itema,Atea,67,DBPedia_3010SBTI_462
dbpedia_sbti_153,DBPedia_152,SBTI_5686,Quilter plc,Unilever plc,78,DBPedia_152SBTI_5686
dbpedia_sbti_6751,DBPedia_6750,SBTI_2342,Bank of Hawaii,Hang Seng Bank Limited,56,DBPedia_6750SBTI_2342
dbpedia_sbti_8290,DBPedia_8289,SBTI_1939,Officeworks,Forkers,56,DBPedia_8289SBTI_1939
dbpedia_sbti_3602,DBPedia_3601,SBTI_2107,Georg Fischer (company),Georg Fischer AG,81,DBPedia_3601SBTI_2107
dbpedia_sbti_3319,DBPedia_3318,SBTI_903,Roots Canada,Canada Goose,83,DBPedia_3318SBTI_903
dbpedia_sbti_7560,DBPedia_7559,SBTI_1666,Embraer,Embracer Group,67,DBPedia_7559SBTI_1666
dbpedia_sbti_1061,DBPedia_1060,SBTI_5484,Wertkauf,TKF,55,DBPedia_1060SBTI_5484
dbpedia_sbti_1371,DBPedia_1370,SBTI_5159,Subsea 7,SUSE,67,DBPedia_1370SBTI_5159
dbpedia_sbti_1923,DBPedia_1922,SBTI_4546,Nuance Communications,Rogers Communications Inc.,78,DBPedia_1922SBTI_4546
dbpedia_sbti_4697,DBPedia_4696,SBTI_4935,GlobalSpec,SkyPower Global,72,DBPedia_4696SBTI_4935
dbpedia_sbti_4037,DBPedia_4036,SBTI_2072,Greenheart Group,GEA Group,72,DBPedia_4036SBTI_2072
dbpedia_sbti_3108,DBPedia_3107,SBTI_821,Donnelley Financial Solutions,"Broadridge Financial Solutions, Inc.",70,DBPedia_3107SBTI_821
dbpedia_sbti_3892,DBPedia_3891,SBTI_4146,Air Transat,Paragon Transaction,67,DBPedia_3891SBTI_4146
dbpedia_sbti_6198,DBPedia_6197,SBTI_321,Codan Medical,Antaros Medical AB,65,DBPedia_6197SBTI_321
dbpedia_sbti_7919,DBPedia_7918,SBTI_2107,Fisher & Paykel,Georg Fischer AG,55,DBPedia_7918SBTI_2107
dbpedia_sbti_6608,DBPedia_6607,SBTI_1135,SECURA Insurance,CNP Assurances,60,DBPedia_6607SBTI_1135
dbpedia_sbti_179,DBPedia_178,SBTI_2198,"Beitragsservice von ARD, ZDF und Deutschlandradio",Grant Thornton Specialist Advisory Services BV,43,DBPedia_178SBTI_2198
dbpedia_sbti_5886,DBPedia_5885,SBTI_1041,Affliction Clothing,China Airlines,55,DBPedia_5885SBTI_1041
dbpedia_sbti_10187,DBPedia_10186,SBTI_1295,Liberty Property Trust,CT Property Trust Limited,77,DBPedia_10186SBTI_1295
dbpedia_sbti_4106,DBPedia_4105,SBTI_2135,Plug Power,GKN Powder Metallurgy,58,DBPedia_4105SBTI_2135
dbpedia_sbti_8616,DBPedia_8615,SBTI_382,Clugston Group,Ariston Group,74,DBPedia_8615SBTI_382
