"AttributeName","Consistency","ValueIDS","RecordIDS","Values","FusedValue","IsCorrect","CorrectValue"
"Revenue","0.0","Revenue-{DBPedia_5105+Forbes_202}","DBPedia_5105+Forbes_202","{30335969280|38160000000}","38160000000","false","38187240000"
"Year Founded","1.0","Year Founded-{Forbes_781}","Forbes_781","{2005}","2005",,
"Profit","1.0","Profit-{DBPedia_672+Forbes_492}","DBPedia_672+Forbes_492","{1850000000|1850000000}","1850000000",,
"Company name","0.6666666666666666","Company name-{DBPedia_4746+Forbes_1465+SBTI_517}","DBPedia_4746+Forbes_1465+SBTI_517","{Avery Dennison|Avery Dennison|Avery Dennison Corporation}","Avery Dennison",,
"Year Founded","0.0","Year Founded-{DBPedia_6385+Forbes_525}","DBPedia_6385+Forbes_525","{1983|1991}","1991",,
"Profit","1.0","Profit-{Forbes_64}","Forbes_64","{14640000000}","14640000000",,
"Profit","1.0","Profit-{Forbes_40}","Forbes_40","{19830000000}","19830000000",,
"Profit","1.0","Profit-{Forbes_627}","Forbes_627","{1210000000}","1210000000",,
"Assets","1.0","Assets-{DBPedia_8532+Forbes_1389}","DBPedia_8532+Forbes_1389","{5.51|5.51}","5.51",,
"Year Founded","1.0","Year Founded-{Forbes_809}","Forbes_809","{1976}","1976",,
"Assets","0.0","Assets-{DBPedia_4406+Forbes_677}","DBPedia_4406+Forbes_677","{23.434|24.96}","24.197000000000003",,
"Assets","1.0","Assets-{Forbes_1042}","Forbes_1042","{13.2}","13.2",,
"Profit","1.0","Profit-{Forbes_1308}","Forbes_1308","{-80000000}","-80000000",,
"Revenue","0.0","Revenue-{DBPedia_848+Forbes_1444}","DBPedia_848+Forbes_1444","{1044000000|1360000000}","1044000000",,
"Profit","1.0","Profit-{Forbes_1986}","Forbes_1986","{720000000}","720000000",,
"Year Founded","0.0","Year Founded-{DBPedia_9618+Forbes_963}","DBPedia_9618+Forbes_963","{1969|1993}","1993",,
"Company name","1.0","Company name-{Forbes_1232+SBTI_244}","Forbes_1232+SBTI_244","{Alstom|Alstom}","Alstom",,
"Company name","1.0","Company name-{Forbes_1435+SBTI_5939}","Forbes_1435+SBTI_5939","{Wendel|Wendel}","Wendel",,
"Year Founded","1.0","Year Founded-{Forbes_279}","Forbes_279","{2001}","2001",,
"Company name","1.0","Company name-{Forbes_1498+SBTI_2457}","Forbes_1498+SBTI_2457","{Hilton|Hilton}","Hilton",,
"Assets","1.0","Assets-{Forbes_99}","Forbes_99","{136.74}","136.74",,
"Company name","0.6666666666666666","Company name-{DBPedia_2250+Forbes_465+SBTI_803}","DBPedia_2250+Forbes_465+SBTI_803","{Bridgestone|Bridgestone|Bridgestone Corporation}","Bridgestone",,
"Profit","0.0","Profit-{DBPedia_5395+Forbes_1992}","DBPedia_5395+Forbes_1992","{188000000|280000000}","280000000",,
"Company name","0.6666666666666666","Company name-{DBPedia_9653+Forbes_1925+SBTI_4125}","DBPedia_9653+Forbes_1925+SBTI_4125","{Palantir Technologies|Palantir Technologies|Palantir Technologies Inc.}","Palantir Technologies",,
"Assets","0.0","Assets-{DBPedia_8177+Forbes_1577}","DBPedia_8177+Forbes_1577","{17.22|16.52}","16.869999999999997",,
"Company name","0.6666666666666666","Company name-{DBPedia_4019+Forbes_627+SBTI_3834}","DBPedia_4019+Forbes_627+SBTI_3834","{Nidec|Nidec|Nidec Corporation}","Nidec",,
"Assets","0.0","Assets-{DBPedia_450+Forbes_122}","DBPedia_450+Forbes_122","{100.6030208|129.16}","114.8815104",,
"Profit","0.0","Profit-{DBPedia_1344+Forbes_697}","DBPedia_1344+Forbes_697","{2|50000000}","2",,
"Company name","0.0","Company name-{Forbes_929+SBTI_5704}","Forbes_929+SBTI_5704","{United Microelectronics|United Microelectronics Corporation}","United Microelectronics",,
"Revenue","1.0","Revenue-{DBPedia_8866+Forbes_1446}","DBPedia_8866+Forbes_1446","{3340000000|3340000000}","3340000000",,
"Assets","1.0","Assets-{Forbes_1924}","Forbes_1924","{14.09}","14.09",,
"Year Founded","0.0","Year Founded-{DBPedia_4109+Forbes_546}","DBPedia_4109+Forbes_546","{2002|1958}","1958",,
"Year Founded","1.0","Year Founded-{Forbes_1130}","Forbes_1130","{2003}","2003",,
"Assets","1.0","Assets-{DBPedia_4749+Forbes_23}","DBPedia_4749+Forbes_23","{244.86|244.86}","244.86",,
"Assets","1.0","Assets-{Forbes_1044}","Forbes_1044","{28.72}","28.72",,
"Year Founded","1.0","Year Founded-{Forbes_47}","Forbes_47","{1866}","1866",,
"Revenue","1.0","Revenue-{Forbes_781}","Forbes_781","{11840000000}","11840000000",,
"Profit","1.0","Profit-{Forbes_407}","Forbes_407","{2130000000}","2130000000",,
"Company name","0.6666666666666666","Company name-{DBPedia_2701+Forbes_300+SBTI_289}","DBPedia_2701+Forbes_300+SBTI_289","{AmerisourceBergen|AmerisourceBergen|AmerisourceBergen Corporation}","AmerisourceBergen",,
"Company name","0.6666666666666666","Company name-{DBPedia_9387+Forbes_432+SBTI_2087}","DBPedia_9387+Forbes_432+SBTI_2087","{General Mills|General Mills|General Mills Inc.}","General Mills",,
"Company name","0.6666666666666666","Company name-{DBPedia_3+Forbes_211+SBTI_5688}","DBPedia_3+Forbes_211+SBTI_5688","{Union Pacific Corporation|Union Pacific|Union Pacific Corporation}","Union Pacific",,
"Year Founded","1.0","Year Founded-{Forbes_1044}","Forbes_1044","{1980}","1980",,
"Assets","1.0","Assets-{DBPedia_4924+Forbes_1009}","DBPedia_4924+Forbes_1009","{26.63|26.63}","26.63",,
"Year Founded","0.0","Year Founded-{DBPedia_9913+Forbes_422}","DBPedia_9913+Forbes_422","{1937|1937}","1937",,
"Year Founded","0.0","Year Founded-{DBPedia_7499+Forbes_1027}","DBPedia_7499+Forbes_1027","{2007|2007}","2007",,
"Revenue","1.0","Revenue-{DBPedia_8088+Forbes_612}","DBPedia_8088+Forbes_612","{13860000000|13860000000}","13860000000",,
"Year Founded","0.0","Year Founded-{DBPedia_6128+Forbes_215}","DBPedia_6128+Forbes_215","{1847|1847}","1847",,
"Revenue","0.0","Revenue-{DBPedia_2864+Forbes_365}","DBPedia_2864+Forbes_365","{2033000000000|21160000000}","2033000000000",,
"Assets","0.0","Assets-{DBPedia_4103+Forbes_1134}","DBPedia_4103+Forbes_1134","{10.4|10.5}","10.45",,
"Year Founded","1.0","Year Founded-{Forbes_48}","Forbes_48","{1816}","1816",,
"Year Founded","0.0","Year Founded-{DBPedia_5395+DBPedia_8422+Forbes_1992}","DBPedia_5395+DBPedia_8422+Forbes_1992","{1986|1985|2009}","2009",,
"Year Founded","0.0","Year Founded-{DBPedia_8088+Forbes_612}","DBPedia_8088+Forbes_612","{1927|1927}","1927",,
"Revenue","1.0","Revenue-{Forbes_1489}","Forbes_1489","{7680000000}","7680000000",,
"Assets","1.0","Assets-{Forbes_1130}","Forbes_1130","{16.9}","16.9",,
"Year Founded","1.0","Year Founded-{Forbes_1924}","Forbes_1924","{0}","0",,
"Profit","0.0","Profit-{DBPedia_450+Forbes_122}","DBPedia_450+Forbes_122","{3918865920|4980000000}","4980000000",,
"Revenue","0.0","Revenue-{DBPedia_6128+Forbes_215}","DBPedia_6128+Forbes_215","{31405000000|31510000000}","31510000000",,
"Revenue","0.0","Revenue-{DBPedia_5753+Forbes_274}","DBPedia_5753+Forbes_274","{28900000000|28930000000}","28900000000",,
"Company name","1.0","Company name-{Forbes_1367+SBTI_5231}","Forbes_1367+SBTI_5231","{Taishin Financial Holdings|Taishin Financial Holdings}","Taishin Financial Holdings",,
"Company name","0.0","Company name-{Forbes_185+SBTI_2506}","Forbes_185+SBTI_2506","{Honeywell International|Honeywell International Inc.}","Honeywell International",,
"Year Founded","0.0","Year Founded-{DBPedia_2850+Forbes_259}","DBPedia_2850+Forbes_259","{1939|1939}","1939",,
"Profit","1.0","Profit-{Forbes_1983}","Forbes_1983","{-530000000}","-530000000",,
"Assets","1.0","Assets-{Forbes_530}","Forbes_530","{126.6}","126.6",,
"Revenue","0.0","Revenue-{DBPedia_5395+DBPedia_8422+Forbes_1992}","DBPedia_5395+DBPedia_8422+Forbes_1992","{2391000000|3200000000|2980000000}","2391000000",,
"Company name","1.0","Company name-{Forbes_1924+SBTI_1442}","Forbes_1924+SBTI_1442","{Dexus|Dexus}","Dexus",,
"Profit","0.0","Profit-{DBPedia_480+Forbes_1853}","DBPedia_480+Forbes_1853","{362000000|880000000}","362000000",,
"Profit","1.0","Profit-{DBPedia_2851+Forbes_844}","DBPedia_2851+Forbes_844","{1480000000|1480000000}","1480000000",,
"Year Founded","0.0","Year Founded-{DBPedia_4910+Forbes_1586}","DBPedia_4910+Forbes_1586","{2005|2005}","2005",,
"Company name","1.0","Company name-{DBPedia_8088+Forbes_612+SBTI_3411}","DBPedia_8088+Forbes_612+SBTI_3411","{Marriott International|Marriott International|Marriott International}","Marriott International",,
"Assets","1.0","Assets-{DBPedia_672+Forbes_492}","DBPedia_672+Forbes_492","{29.3|29.3}","29.3",,
"Year Founded","0.0","Year Founded-{DBPedia_3303+Forbes_43}","DBPedia_3303+Forbes_43","{1849|1849}","1849",,
"Profit","1.0","Profit-{DBPedia_7551+Forbes_959}","DBPedia_7551+Forbes_959","{590000000|590000000}","590000000",,
"Profit","1.0","Profit-{Forbes_1615}","Forbes_1615","{1140000000}","1140000000",,
"Year Founded","0.0","Year Founded-{DBPedia_2864+Forbes_365}","DBPedia_2864+Forbes_365","{1898|1985}","1985",,
"Year Founded","0.0","Year Founded-{DBPedia_9840+Forbes_667}","DBPedia_9840+Forbes_667","{1959|1959}","1959",,
"Profit","1.0","Profit-{Forbes_1700}","Forbes_1700","{520000000}","520000000",,
"Year Founded","1.0","Year Founded-{Forbes_1042}","Forbes_1042","{1975}","1975",,
"Profit","1.0","Profit-{Forbes_716}","Forbes_716","{1200000000}","1200000000",,
"Profit","1.0","Profit-{DBPedia_5904+Forbes_76}","DBPedia_5904+Forbes_76","{16430000000|16430000000}","16430000000",,
"Assets","0.0","Assets-{DBPedia_3321+Forbes_889}","DBPedia_3321+Forbes_889","{2410.0|20.9}","1215.45",,
"Year Founded","1.0","Year Founded-{Forbes_914}","Forbes_914","{1989}","1989",,
"Profit","1.0","Profit-{Forbes_1170}","Forbes_1170","{940000000}","940000000",,
"Company name","0.6666666666666666","Company name-{DBPedia_5909+Forbes_1727+SBTI_1922}","DBPedia_5909+Forbes_1727+SBTI_1922","{FMC Corporation|FMC|FMC Corporation}","FMC",,
"Company name","1.0","Company name-{Forbes_1489+SBTI_3015}","Forbes_1489+SBTI_3015","{Kingspan Group PLC|Kingspan Group Plc}","Kingspan Group Plc",,
"Revenue","0.0","Revenue-{DBPedia_7571+Forbes_792}","DBPedia_7571+Forbes_792","{17593|22690000000}","22690000000",,
"Revenue","0.0","Revenue-{DBPedia_9235+Forbes_706}","DBPedia_9235+Forbes_706","{10981000000|10350000000}","10981000000",,
"Year Founded","0.0","Year Founded-{DBPedia_10015+Forbes_965}","DBPedia_10015+Forbes_965","{1891|1891}","1891",,
"Assets","0.0","Assets-{DBPedia_2250+Forbes_465}","DBPedia_2250+Forbes_465","{4574.0|39.73}","2306.865",,
"Company name","1.0","Company name-{Forbes_1615+SBTI_36}","Forbes_1615+SBTI_36","{AB Sagax|AB Sagax}","AB Sagax",,
"Revenue","1.0","Revenue-{Forbes_279}","Forbes_279","{29280000000}","29280000000",,
"Revenue","0.0","Revenue-{DBPedia_4407+Forbes_1199}","DBPedia_4407+Forbes_1199","{11183334400|28430000000}","11183334400",,
"Year Founded","0.0","Year Founded-{DBPedia_995+Forbes_430}","DBPedia_995+Forbes_430","{1901|1901}","1901",,
"Profit","0.0","Profit-{DBPedia_3736+Forbes_391}","DBPedia_3736+Forbes_391","{2567000000|2570000000}","2567000000",,
"Profit","0.0","Profit-{DBPedia_9122+Forbes_757}","DBPedia_9122+Forbes_757","{945000000|1290000000}","1290000000",,
"Assets","0.0","Assets-{DBPedia_8628+Forbes_284}","DBPedia_8628+Forbes_284","{48.47364608|58.66}","53.56682304",,
"Year Founded","1.0","Year Founded-{Forbes_1065}","Forbes_1065","{1928}","1928",,
"Year Founded","0.0","Year Founded-{DBPedia_7752+Forbes_67}","DBPedia_7752+Forbes_67","{2013|2013}","2013",,
"Revenue","1.0","Revenue-{Forbes_809}","Forbes_809","{11180000000}","11180000000",,
"Company name","1.0","Company name-{Forbes_707+SBTI_4358}","Forbes_707+SBTI_4358","{Publicis Groupe|Publicis Groupe}","Publicis Groupe",,
"Profit","1.0","Profit-{Forbes_826}","Forbes_826","{390000000}","390000000",,
"Assets","1.0","Assets-{Forbes_1088}","Forbes_1088","{12.61}","12.61",,
"Revenue","0.0","Revenue-{DBPedia_4109+Forbes_546}","DBPedia_4109+Forbes_546","{74720000000000|66120000000}","66120000000",,
"Profit","1.0","Profit-{Forbes_6}","Forbes_6","{33360000000}","33360000000",,
"Year Founded","0.0","Year Founded-{DBPedia_9748+Forbes_329}","DBPedia_9748+Forbes_329","{1963|1963}","1963",,
"Assets","1.0","Assets-{Forbes_1391}","Forbes_1391","{20.83}","20.83",,
"Revenue","0.0","Revenue-{DBPedia_7378+DBPedia_9974+Forbes_1128}","DBPedia_7378+DBPedia_9974+Forbes_1128","{11840000000|15185000000|11050000000}","11050000000","false","12840000000"
"Revenue","0.0","Revenue-{DBPedia_3254+Forbes_1869}","DBPedia_3254+Forbes_1869","{1416|13010000000}","13010000000",,
"Year Founded","0.0","Year Founded-{DBPedia_4791+Forbes_101}","DBPedia_4791+Forbes_101","{1902|1902}","1902",,
"Year Founded","1.0","Year Founded-{Forbes_1088}","Forbes_1088","{1998}","1998",,
"Company name","0.6666666666666666","Company name-{DBPedia_2850+Forbes_259+SBTI_2526}","DBPedia_2850+Forbes_259+SBTI_2526","{HP Inc.|HP|HP Inc}","HP",,
"Assets","1.0","Assets-{Forbes_440}","Forbes_440","{38.89}","38.89",,
"Year Founded","1.0","Year Founded-{Forbes_1391}","Forbes_1391","{1936}","1936",,
"Year Founded","1.0","Year Founded-{Forbes_68}","Forbes_68","{1996}","1996",,
"Revenue","0.0","Revenue-{DBPedia_2655+Forbes_11}","DBPedia_2655+Forbes_11","{257600000000|257490000000}","257490000000",,
"Assets","1.0","Assets-{Forbes_489}","Forbes_489","{38.74}","38.74",,
"Year Founded","0.0","Year Founded-{DBPedia_4557+Forbes_1536}","DBPedia_4557+Forbes_1536","{1967|1967}","1967",,
"Year Founded","0.0","Year Founded-{DBPedia_5105+Forbes_202}","DBPedia_5105+Forbes_202","{1909|1909}","1909","false","1909"
"Profit","1.0","Profit-{Forbes_606}","Forbes_606","{2000000000}","2000000000",,
"Revenue","0.0","Revenue-{DBPedia_5671+Forbes_1010}","DBPedia_5671+Forbes_1010","{5200000000|5230000000}","5200000000",,
"Assets","1.0","Assets-{Forbes_1065}","Forbes_1065","{16.16}","16.16",,
"Profit","1.0","Profit-{DBPedia_9511+Forbes_113}","DBPedia_9511+Forbes_113","{6990000000|6990000000}","6990000000",,
"Profit","0.0","Profit-{DBPedia_8857+Forbes_860}","DBPedia_8857+Forbes_860","{455873|270000000}","455873",,
"Year Founded","0.0","Year Founded-{DBPedia_3440+Forbes_1700}","DBPedia_3440+Forbes_1700","{1989|1989}","1989",,
"Year Founded","0.0","Year Founded-{DBPedia_9387+Forbes_432}","DBPedia_9387+Forbes_432","{1856|1928}","1928",,
"Profit","1.0","Profit-{Forbes_185}","Forbes_185","{5540000000}","5540000000",,
"Assets","1.0","Assets-{Forbes_574}","Forbes_574","{39.49}","39.49",,
"Company name","0.0","Company name-{Forbes_1601+SBTI_6150}","Forbes_1601+SBTI_6150","{ZTO Express (Cayman)|ZTO Express (Cayman) Inc.}","ZTO Express (Cayman)",,
"Assets","1.0","Assets-{Forbes_598}","Forbes_598","{829.54}","829.54",,
"Profit","1.0","Profit-{Forbes_933}","Forbes_933","{200000000}","200000000",,
"Year Founded","0.0","Year Founded-{DBPedia_4570+Forbes_223}","DBPedia_4570+Forbes_223","{1940|1955}","1955",,
"Company name","1.0","Company name-{Forbes_1986+SBTI_5183}","Forbes_1986+SBTI_5183","{Swedish Match|Swedish Match}","Swedish Match",,
"Assets","1.0","Assets-{Forbes_792}","Forbes_792","{38.41}","38.41",,
"Year Founded","1.0","Year Founded-{Forbes_716}","Forbes_716","{1988}","1988",,
"Profit","0.0","Profit-{DBPedia_2278+Forbes_1516}","DBPedia_2278+Forbes_1516","{521000000|510000000}","510000000",,
"Assets","1.0","Assets-{DBPedia_5909+Forbes_1727}","DBPedia_5909+Forbes_1727","{10.58|10.58}","10.58",,
"Year Founded","0.0","Year Founded-{DBPedia_2268+Forbes_267}","DBPedia_2268+Forbes_267","{1966|1966}","1966",,
"Profit","0.0","Profit-{DBPedia_5939+Forbes_462}","DBPedia_5939+Forbes_462","{115000000|90000000}","115000000","false","112000000"
"Profit","0.0","Profit-{DBPedia_7553+Forbes_818}","DBPedia_7553+Forbes_818","{1191635|1490000000}","1191635",,
"Company name","1.0","Company name-{DBPedia_1344+Forbes_697+SBTI_4612}","DBPedia_1344+Forbes_697+SBTI_4612","{Safran|Safran|Safran}","Safran",,
"Revenue","1.0","Revenue-{Forbes_1399}","Forbes_1399","{1560000000}","1560000000",,
"Assets","0.0","Assets-{DBPedia_2655+Forbes_11}","DBPedia_2655+Forbes_11","{359.3|359.27}","359.28499999999997",,
"Revenue","0.0","Revenue-{DBPedia_450+Forbes_122}","DBPedia_450+Forbes_122","{49009318400|61640000000}","49009318400",,
"Company name","1.0","Company name-{Forbes_130+SBTI_2719}","Forbes_130+SBTI_2719","{Intesa Sanpaolo|Intesa Sanpaolo}","Intesa Sanpaolo",,
"Assets","1.0","Assets-{DBPedia_5904+Forbes_76}","DBPedia_5904+Forbes_76","{71.88|71.88}","71.88",,
"Company name","0.6666666666666666","Company name-{DBPedia_3546+Forbes_1504+SBTI_6108}","DBPedia_3546+Forbes_1504+SBTI_6108","{Zebra Technologies|Zebra Technologies|Zebra Technologies Corporation}","Zebra Technologies",,
"Revenue","1.0","Revenue-{Forbes_1242}","Forbes_1242","{11250000000}","11250000000",,
"Profit","1.0","Profit-{Forbes_914}","Forbes_914","{1590000000}","1590000000",,
"Revenue","1.0","Revenue-{Forbes_1351}","Forbes_1351","{11940000000}","11940000000",,
"Profit","0.0","Profit-{DBPedia_9138+Forbes_907}","DBPedia_9138+Forbes_907","{1650000000|1840000000}","1650000000",,
"Year Founded","1.0","Year Founded-{Forbes_933}","Forbes_933","{1945}","1945",,
"Year Founded","1.0","Year Founded-{Forbes_1615}","Forbes_1615","{1995}","1995",,
"Year Founded","1.0","Year Founded-{Forbes_606}","Forbes_606","{1998}","1998",,
"Company name","0.6666666666666666","Company name-{DBPedia_3321+Forbes_889+SBTI_4481}","DBPedia_3321+Forbes_889+SBTI_4481","{Renesas Electronics|Renesas Electronics|Renesas Electronics Corporation}","Renesas Electronics",,
"Company name","1.0","Company name-{DBPedia_8690+Forbes_583+SBTI_85}","DBPedia_8690+Forbes_583+SBTI_85","{Activision Blizzard|Activision Blizzard|Activision Blizzard}","Activision Blizzard",,
"Year Founded","0.0","Year Founded-{DBPedia_7365+Forbes_659}","DBPedia_7365+Forbes_659","{1996|1996}","1996",,
"Revenue","1.0","Revenue-{Forbes_914}","Forbes_914","{19160000000}","19160000000",,
"Profit","1.0","Profit-{Forbes_1214}","Forbes_1214","{1070000000}","1070000000",,
"Assets","0.0","Assets-{DBPedia_1344+Forbes_697}","DBPedia_1344+Forbes_697","{38.17370112|47.44}","42.80685056",,
"Revenue","1.0","Revenue-{Forbes_1592}","Forbes_1592","{8500000000}","8500000000",,
"Year Founded","1.0","Year Founded-{Forbes_185}","Forbes_185","{1906}","1906",,
"Profit","0.0","Profit-{DBPedia_9825+Forbes_302}","DBPedia_9825+Forbes_302","{1033753600|3810000000}","3810000000","false","17150994630"
"Assets","0.0","Assets-{DBPedia_7378+Forbes_1128}","DBPedia_7378+Forbes_1128","{11.57|6.03}","8.8","false","11.571"
"Profit","0.0","Profit-{DBPedia_8545+Forbes_271}","DBPedia_8545+Forbes_271","{4310000000|5110000000}","4310000000",,
"Assets","1.0","Assets-{Forbes_398}","Forbes_398","{34.03}","34.03",,
"Company name","1.0","Company name-{Forbes_47+SBTI_3789}","Forbes_47+SBTI_3789","{Nestlé|Nestlé}","Nestlé",,
"Assets","1.0","Assets-{Forbes_241}","Forbes_241","{45.33}","45.33","false","4.458"
"Company name","1.0","Company name-{Forbes_615+SBTI_1401}","Forbes_615+SBTI_1401","{Delta Air Lines|Delta Air Lines}","Delta Air Lines",,
"Revenue","0.0","Revenue-{DBPedia_7499+Forbes_1027}","DBPedia_7499+Forbes_1027","{121000000000000|45240000000}","121000000000000",,
"Year Founded","1.0","Year Founded-{Forbes_803}","Forbes_803","{1978}","1978",,
"Assets","0.0","Assets-{DBPedia_471+Forbes_371}","DBPedia_471+Forbes_371","{4.0E-9|601.79}","300.89500000199996",,
"Revenue","0.0","Revenue-{DBPedia_2850+Forbes_259}","DBPedia_2850+Forbes_259","{62980000000|64980000000}","64980000000",,
"Assets","1.0","Assets-{Forbes_929}","Forbes_929","{16.79}","16.79",,
"Company name","1.0","Company name-{Forbes_809+SBTI_2386}","Forbes_809+SBTI_2386","{HCL Technologies|HCL Technologies}","HCL Technologies",,
"Profit","1.0","Profit-{Forbes_1018}","Forbes_1018","{1130000000}","1130000000",,
"Profit","1.0","Profit-{Forbes_1588}","Forbes_1588","{-610000000}","-610000000",,
"Profit","0.0","Profit-{DBPedia_4407+Forbes_1199}","DBPedia_4407+Forbes_1199","{349690649|730000000}","730000000",,
"Profit","0.0","Profit-{DBPedia_2250+Forbes_465}","DBPedia_2250+Forbes_465","{307868000000|1470000000}","307868000000",,
"Revenue","0.0","Revenue-{DBPedia_4508+Forbes_930}","DBPedia_4508+Forbes_930","{13800000000|11620000000}","13800000000",,
"Assets","0.0","Assets-{DBPedia_8523+Forbes_1522}","DBPedia_8523+Forbes_1522","{0.726|23.24}","11.982999999999999",,
"Assets","0.0","Assets-{DBPedia_8517+Forbes_1938}","DBPedia_8517+Forbes_1938","{13.769|12.76}","13.2645",,
"Profit","1.0","Profit-{Forbes_803}","Forbes_803","{1520000000}","1520000000",,
"Company name","0.6666666666666666","Company name-{DBPedia_8380+Forbes_927+SBTI_5814}","DBPedia_8380+Forbes_927+SBTI_5814","{Viatris|Viatris|Viatris Inc.}","Viatris",,
"Company name","1.0","Company name-{Forbes_1979+SBTI_3269}","Forbes_1979+SBTI_3269","{Logitech International|Logitech International}","Logitech International",,
"Profit","0.0","Profit-{DBPedia_9653+Forbes_1925}","DBPedia_9653+Forbes_1925","{-520379000|-520000000}","-520000000",,
"Company name","0.6666666666666666","Company name-{DBPedia_2522+Forbes_1622+SBTI_4953}","DBPedia_2522+Forbes_1622+SBTI_4953","{Snap Inc.|Snap|Snap Inc.}","Snap",,
"Year Founded","1.0","Year Founded-{Forbes_826}","Forbes_826","{0}","0",,
"Assets","1.0","Assets-{Forbes_1700}","Forbes_1700","{4.74}","4.74",,
"Assets","1.0","Assets-{Forbes_1170}","Forbes_1170","{19.62}","19.62",,
"Company name","0.6666666666666666","Company name-{DBPedia_9957+Forbes_1868+SBTI_4670}","DBPedia_9957+Forbes_1868+SBTI_4670","{Saputo Inc.|Saputo|Saputo Inc.}","Saputo",,
"Company name","1.0","Company name-{DBPedia_7752+Forbes_67+SBTI_44}","DBPedia_7752+Forbes_67+SBTI_44","{AbbVie|AbbVie|AbbVie}","AbbVie",,
"Revenue","0.0","Revenue-{DBPedia_2682+Forbes_331}","DBPedia_2682+Forbes_331","{23776332800|28650000000}","28650000000","false","27490000000"
"Assets","0.0","Assets-{DBPedia_2866+Forbes_1014}","DBPedia_2866+Forbes_1014","{1564.77|14.79}","789.78",,
"Assets","0.0","Assets-{DBPedia_9122+Forbes_757}","DBPedia_9122+Forbes_757","{27.647|26.15}","26.8985",,
"Revenue","1.0","Revenue-{Forbes_1130}","Forbes_1130","{12530000000}","12530000000",,
"Year Founded","1.0","Year Founded-{Forbes_64}","Forbes_64","{1916}","1916",,
"Assets","0.0","Assets-{DBPedia_2522+Forbes_1622}","DBPedia_2522+Forbes_1622","{7.54|8.94}","8.24",,
"Assets","1.0","Assets-{Forbes_1615}","Forbes_1615","{6.94}","6.94",,
"Company name","1.0","Company name-{Forbes_658+SBTI_5948}","Forbes_658+SBTI_5948","{Western Digital|Western Digital}","Western Digital",,
"Year Founded","1.0","Year Founded-{Forbes_40}","Forbes_40","{1886}","1886",,
"Assets","1.0","Assets-{Forbes_461}","Forbes_461","{64.33}","64.33",,
"Year Founded","0.0","Year Founded-{DBPedia_4407+Forbes_1199}","DBPedia_4407+Forbes_1199","{1989|1904}","1904",,
"Revenue","1.0","Revenue-{Forbes_185}","Forbes_185","{34390000000}","34390000000",,
"Year Founded","1.0","Year Founded-{Forbes_1987}","Forbes_1987","{2008}","2008",,
"Profit","1.0","Profit-{Forbes_279}","Forbes_279","{3570000000}","3570000000",,
"Revenue","0.0","Revenue-{DBPedia_3520+Forbes_1021}","DBPedia_3520+Forbes_1021","{1510900000|1270000000}","1270000000",,
"Year Founded","1.0","Year Founded-{Forbes_930}","Forbes_930","{1899}","1899",,
"Company name","1.0","Company name-{Forbes_1340+SBTI_2995}","Forbes_1340+SBTI_2995","{Keysight Technologies|Keysight Technologies}","Keysight Technologies",,
"Assets","1.0","Assets-{Forbes_1983}","Forbes_1983","{4.84}","4.84",,
"Revenue","1.0","Revenue-{Forbes_933}","Forbes_933","{18420000000}","18420000000",,
"Revenue","1.0","Revenue-{Forbes_606}","Forbes_606","{12230000000}","12230000000",,
"Profit","1.0","Profit-{Forbes_809}","Forbes_809","{1490000000}","1490000000",,
"Revenue","1.0","Revenue-{Forbes_1044}","Forbes_1044","{42140000000}","42140000000",,
"Company name","1.0","Company name-{DBPedia_5671+Forbes_1010+SBTI_1612}","DBPedia_5671+Forbes_1010+SBTI_1612","{Edwards Lifesciences|Edwards Lifesciences|Edwards Lifesciences}","Edwards Lifesciences",,
"Assets","0.0","Assets-{DBPedia_8545+Forbes_271}","DBPedia_8545+Forbes_271","{48.02|48.83}","48.425",,
"Company name","1.0","Company name-{Forbes_1042+SBTI_1405}","Forbes_1042+SBTI_1405","{Delta Electronics|Delta Electronics}","Delta Electronics",,
"Year Founded","1.0","Year Founded-{Forbes_1986}","Forbes_1986","{1996}","1996",,
"Company name","1.0","Company name-{Forbes_1886+SBTI_599}","Forbes_1886+SBTI_599","{Barry Callebaut|Barry Callebaut}","Barry Callebaut",,
"Year Founded","0.0","Year Founded-{DBPedia_3254+Forbes_1869}","DBPedia_3254+Forbes_1869","{1804|1804}","1804",,
"Profit","0.0","Profit-{DBPedia_4406+Forbes_677}","DBPedia_4406+Forbes_677","{969000000|1290000000}","969000000",,
"Revenue","0.0","Revenue-{DBPedia_5557+Forbes_69}","DBPedia_5557+Forbes_69","{127004000000|127000000000}","127000000000",,
"Revenue","1.0","Revenue-{Forbes_1924}","Forbes_1924","{680000000}","680000000",,
"Assets","0.0","Assets-{DBPedia_5939+Forbes_462}","DBPedia_5939+Forbes_462","{105.363|105.36}","105.3615","false","105.363"
"Year Founded","1.0","Year Founded-{Forbes_1308}","Forbes_1308","{1996}","1996",,
"Revenue","1.0","Revenue-{Forbes_716}","Forbes_716","{40440000000}","40440000000",,
"Profit","1.0","Profit-{DBPedia_4749+Forbes_23}","DBPedia_4749+Forbes_23","{13670000000|13670000000}","13670000000",,
"Year Founded","0.0","Year Founded-{DBPedia_848+Forbes_1444}","DBPedia_848+Forbes_1444","{1958|1973}","1973",,
