"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] IndustryComparator record1Value","[0] IndustryComparator record2Value","[0] IndustryComparator record1PreprocessedValue","[0] IndustryComparator record2PreprocessedValue","[0] IndustryComparator similarity","[0] IndustryComparator postproccesedSimilarity","[1] CompanyNameComparatorJaroWrinkler record1Value","[1] CompanyNameComparatorJaroWrinkler record2Value","[1] CompanyNameComparatorJaroWrinkler record1PreprocessedValue","[1] CompanyNameComparatorJaroWrinkler record2PreprocessedValue","[1] CompanyNameComparatorJaroWrinkler similarity","[1] CompanyNameComparatorJaroWrinkler postproccesedSimilarity","[2] CountryComparatorJaroWrinkler record1Value","[2] CountryComparatorJaroWrinkler record2Value","[2] CountryComparatorJaroWrinkler record1PreprocessedValue","[2] CountryComparatorJaroWrinkler record2PreprocessedValue","[2] CountryComparatorJaroWrinkler similarity","[2] CountryComparatorJaroWrinkler postproccesedSimilarity"
"LinearCombinationMatchingRule","SBTI_4612","Forbes_99","0.7833333333333332",,,,,,,,"safran","sanofi","safran","sanofi","0.8333333333333333","0.8333333333333333","france","france","france","france","1.0","1.0"
"LinearCombinationMatchingRule","SBTI_5079","Forbes_1951","0.6568783068783068",,,,,,,,"stelliant","steris","stelliant","steris","0.7037037037037037","0.7037037037037037","france","ireland","france","ireland","0.8214285714285714","0.8214285714285714"
"LinearCombinationMatchingRule","SBTI_5162","Forbes_476","0.7483333333333333",,,,,,,,"sustana","surgutneftegas","sustana","surgutneftegas","0.8452380952380951","0.8452380952380951","united states (united statesa)","russia","united states (united statesa)","russia","0.7833333333333333","0.7833333333333333"
"LinearCombinationMatchingRule","SBTI_394","Forbes_1696","0.56669158692185",,,,,,,,"aroc･sanwa co.,ltd.","arca continental","aroc･sanwa co.,ltd.","arca continental","0.8095594098883572","0.8095594098883572","japan","mexico","japan","mexico","0.0","0.0"
"LinearCombinationMatchingRule","SBTI_5279","Forbes_480","0.7283910533910534",,,,,,,,"tazo","talanx","tazo","talanx","0.8055555555555556","0.8055555555555556","netherlands","germany","netherlands","germany","0.8225108225108224","0.8225108225108224"
"LinearCombinationMatchingRule","SBTI_3397","Forbes_1968","0.7146386946386946",,,,,,,,"mantu","masco","mantu","masco","0.8","0.8","switzerland","united states","switzerland","united states","0.7731934731934732","0.7731934731934732"
"LinearCombinationMatchingRule","SBTI_1727","Forbes_1478","0.7374999999999999",,,,,,,,"eramet","erdemir","eramet","erdemir","0.8313492063492063","0.8313492063492063","france","turkey","france","turkey","0.7777777777777777","0.7777777777777777"
"LinearCombinationMatchingRule","SBTI_1196","Forbes_726","0.7135858585858585",,,,,,,,"connectria,","coal india","connectria,","coal india","0.7924242424242425","0.7924242424242425","united states (united statesa)","india","united states (united statesa)","india","0.7944444444444445","0.7944444444444445"
"LinearCombinationMatchingRule","SBTI_5575","Forbes_220","0.7236670736670737",,,,,,,,"translink","travelers","translink","travelers","0.8148148148148149","0.8148148148148149","ireland","united states","ireland","united states","0.7664835164835164","0.7664835164835164"
"LinearCombinationMatchingRule","SBTI_301","Forbes_870","0.7494210090984283",,,,,,,,"ams","ameren","ams","ameren","0.8333333333333333","0.8333333333333333","united kingdom (united kingdom)","united states","united kingdom (united kingdom)","united states","0.8304383788254757","0.8304383788254757"
"LinearCombinationMatchingRule","SBTI_3797","Forbes_1294","0.6642063492063492",,,,,,,,"netprofile","nedbank","netprofile","nedbank","0.7476190476190476","0.7476190476190476","finland","south africa","finland","south africa","0.7043650793650793","0.7043650793650793"
"LinearCombinationMatchingRule","SBTI_1251","Forbes_876","0.6854978354978354",,,,,,,,"covivio","commerzbank","covivio","commerzbank","0.7445887445887446","0.7445887445887446","france","germany","france","germany","0.8214285714285714","0.8214285714285714"
"LinearCombinationMatchingRule","SBTI_3283","Forbes_791","0.746067821067821",,,,,,,,"lorenz group","lonza group","lorenz group","lonza group","0.8308080808080808","0.8308080808080808","germany","switzerland","germany","switzerland","0.8225108225108224","0.8225108225108224"
"LinearCombinationMatchingRule","SBTI_5461","Forbes_1082","0.7352116402116402",,,,,,,,"thrace group","thyssenkrupp group","thrace group","thyssenkrupp group","0.8314814814814815","0.8314814814814815","greece","germany","greece","germany","0.7658730158730158","0.7658730158730158"
"LinearCombinationMatchingRule","SBTI_215","Forbes_203","0.736111111111111",,,,,,,,"alleima","allstate","alleima","allstate","0.8452380952380951","0.8452380952380951","sweden","canada","sweden","canada","0.7222222222222222","0.7222222222222222"
"LinearCombinationMatchingRule","SBTI_4619","Forbes_57","0.7378703703703704",,,,,,,,"saint-gobain","santander","saint-gobain","santander","0.8287037037037037","0.8287037037037037","france","spain","france","spain","0.788888888888889","0.788888888888889"
"LinearCombinationMatchingRule","SBTI_243","Forbes_323","0.6886446886446886",,,,,,,,"alsico group","altria group","alsico group","altria group","0.7777777777777778","0.7777777777777778","belgium","united states","belgium","united states","0.721001221001221","0.721001221001221"
"LinearCombinationMatchingRule","SBTI_3194","Forbes_1796","0.6912393162393161",,,,,,,,"legrand","lear","legrand","lear","0.7738095238095237","0.7738095238095237","france","united states","france","united states","0.7478632478632479","0.7478632478632479"
"LinearCombinationMatchingRule","SBTI_3640","Forbes_1451","0.6523878833584718",,,,,,,,"momo.com","mohawk industries","momo.com","mohawk industries","0.7279411764705883","0.7279411764705883","taiwan, province of china","united states","taiwan, province of china","united states","0.7141452991452992","0.7141452991452992"
"LinearCombinationMatchingRule","SBTI_1864","Forbes_686","0.7088575268817204",,,,,,,,"fever-tree","ferguson","fever-tree","ferguson","0.7791666666666667","0.7791666666666667","united kingdom (united kingdom)","united kingdom","united kingdom (united kingdom)","united kingdom","0.8172043010752689","0.8172043010752689"
"LinearCombinationMatchingRule","SBTI_608","Forbes_1194","0.7433333333333333",,,,,,,,"bbva","bbmg","bbva","bbmg","0.8333333333333333","0.8333333333333333","spain","china","spain","china","0.8","0.8"
"LinearCombinationMatchingRule","SBTI_581","Forbes_1652","0.8999999999999999","1",,,,,,,"banco comercial portugues","banco comercial portugues","banco comercial portugues","banco comercial portugues","1.0","1.0","portugal","portugal","portugal","portugal","1.0","1.0"
"LinearCombinationMatchingRule","SBTI_4196","Forbes_1407","0.7016937363711557",,,,,,,,"petainer","perkinelmer","petainer","perkinelmer","0.7651515151515151","0.7651515151515151","united kingdom (united kingdom)","united states","united kingdom (united kingdom)","united states","0.8304383788254757","0.8304383788254757"
"LinearCombinationMatchingRule","SBTI_2636","Forbes_305","0.7017948717948718",,,,,,,,"inditex","intercontinentalexchange","inditex","intercontinentalexchange","0.8095238095238095","0.8095238095238095","spain","united states","spain","united states","0.6756410256410257","0.6756410256410257"
"LinearCombinationMatchingRule","SBTI_5295","Forbes_886","0.6932738095238096",,,,,,,,"teamwork","ternium","teamwork","ternium","0.8005952380952381","0.8005952380952381","ireland","luxembourg","ireland","luxembourg","0.6642857142857144","0.6642857142857144"
"LinearCombinationMatchingRule","SBTI_4501","Forbes_646","0.7866666666666666",,,,,,,,"rexel","renault","rexel","renault","0.838095238095238","0.838095238095238","france","france","france","france","1.0","1.0"
"LinearCombinationMatchingRule","SBTI_5797","Forbes_1476","0.701111111111111",,,,,,,,"verizon","ventas","verizon","ventas","0.7698412698412698","0.7698412698412698","united states (united statesa)","united states","united states (united statesa)","united states","0.8111111111111112","0.8111111111111112"
"LinearCombinationMatchingRule","SBTI_1428","Forbes_265","0.5522222222222223",,,,,,,,"deuman","denso","deuman","denso","0.788888888888889","0.788888888888889","chile","japan","chile","japan","0.0","0.0"
"LinearCombinationMatchingRule","SBTI_1719","Forbes_1214","0.8999999999999999",,,,,,,,"eqt ab","eqt ab","eqt ab","eqt ab","1.0","1.0","sweden","sweden","sweden","sweden","1.0","1.0"
"LinearCombinationMatchingRule","SBTI_1405","Forbes_1042","0.8493333333333333","1",,,,,,,"delta electronics","delta electronics","delta electronics","delta electronics","1.0","1.0","taiwan, province of china","taiwan","taiwan, province of china","taiwan","0.7466666666666667","0.7466666666666667"
"LinearCombinationMatchingRule","SBTI_5906","Forbes_23","0.6320726495726496",,,,,,,,"walormex","walmart","walormex","walmart","0.7130952380952381","0.7130952380952381","mexico","united states","mexico","united states","0.6645299145299146","0.6645299145299146"
"LinearCombinationMatchingRule","SBTI_962","Forbes_524","0.6979377104377104",,,,,,,,"cartier","capgemini","cartier","capgemini","0.7943121693121693","0.7943121693121693","switzerland","france","switzerland","france","0.7095959595959596","0.7095959595959596"
"LinearCombinationMatchingRule","SBTI_3280","Forbes_162","0.7068609168609169",,,,,,,,"lonza","lowe's","lonza","lowe's","0.788888888888889","0.788888888888889","switzerland","united states","switzerland","united states","0.7731934731934732","0.7731934731934732"
"LinearCombinationMatchingRule","SBTI_1004","Forbes_1916","0.7030555555555555",,,,,,,,"ceridian","cencosud","ceridian","cencosud","0.7916666666666667","0.7916666666666667","united states (united statesa)","chile","united states (united statesa)","chile","0.7444444444444445","0.7444444444444445"
"LinearCombinationMatchingRule","SBTI_2777","Forbes_1142","0.72683284457478",,,,,,,,"itransition","itaúsa","itransition","itaúsa","0.8383838383838385","0.8383838383838385","united kingdom (united kingdom)","brazil","united kingdom (united kingdom)","brazil","0.6998207885304659","0.6998207885304659"
"LinearCombinationMatchingRule","SBTI_5130","Forbes_321","0.7119444444444445",,,,,,,,"suez","sumitomo","suez","sumitomo","0.7916666666666667","0.7916666666666667","france","japan","france","japan","0.788888888888889","0.788888888888889"
"LinearCombinationMatchingRule","SBTI_5357","Forbes_308","0.7092063492063492",,,,,,,,"texen","tesco","texen","tesco","0.8","0.8","france","united kingdom","france","united kingdom","0.746031746031746","0.746031746031746"
"LinearCombinationMatchingRule","SBTI_3482","Forbes_74","0.7245726495726496",,,,,,,,"media6","metlife","media6","metlife","0.8214285714285714","0.8214285714285714","france","united states","france","united states","0.7478632478632479","0.7478632478632479"
"LinearCombinationMatchingRule","SBTI_1251","Forbes_458","0.7162393162393162",,,,,,,,"covivio","corteva","covivio","corteva","0.8095238095238095","0.8095238095238095","france","united states","france","united states","0.7478632478632479","0.7478632478632479"
"LinearCombinationMatchingRule","SBTI_2624","Forbes_1148","0.8416666666666666",,,,,,,,"impala platinum holdings limited","impala platinum holdings","impala platinum holdings limited","impala platinum holdings","0.9166666666666666","0.9166666666666666","south africa","south africa","south africa","south africa","1.0","1.0"
"LinearCombinationMatchingRule","SBTI_4677","Forbes_395","0.7248412698412698",,,,,,,,"saur","sampo","saur","sampo","0.8166666666666667","0.8166666666666667","france","finland","france","finland","0.7658730158730158","0.7658730158730158"
"LinearCombinationMatchingRule","SBTI_5332","Forbes_1064","0.6518518518518519",,,,,,,,"telstra","telenor","telstra","telenor","0.7142857142857143","0.7142857142857143","australia","norway","australia","norway","0.7592592592592593","0.7592592592592593"
"LinearCombinationMatchingRule","SBTI_2965","Forbes_1534","0.719074074074074",,,,,,,,"kearney","keppel","kearney","keppel","0.8214285714285714","0.8214285714285714","united states (united statesa)","singapore","united states (united statesa)","singapore","0.7203703703703703","0.7203703703703703"
"LinearCombinationMatchingRule","SBTI_5793","Forbes_1054","0.7236507936507937",,,,,,,,"verescence","verbund","verescence","verbund","0.8285714285714285","0.8285714285714285","france","austria","france","austria","0.7182539682539683","0.7182539682539683"
"LinearCombinationMatchingRule","SBTI_5183","Forbes_1986","0.8999999999999999","1",,,,,,,"swedish match","swedish match","swedish match","swedish match","1.0","1.0","sweden","sweden","sweden","sweden","1.0","1.0"
"LinearCombinationMatchingRule","SBTI_386","Forbes_1242","0.8999999999999999",,,,,,,,"arkema","arkema","arkema","arkema","1.0","1.0","france","france","france","france","1.0","1.0"
"LinearCombinationMatchingRule","SBTI_5784","Forbes_1054","0.6672438672438672",,,,,,,,"velocityehs","verbund","velocityehs","verbund","0.7445887445887446","0.7445887445887446","united states (united statesa)","austria","united states (united statesa)","austria","0.7301587301587302","0.7301587301587302"
"LinearCombinationMatchingRule","SBTI_71","Forbes_1497","0.7021367521367521",,,,,,,,"acerinox,s.a.","acciona","acerinox,s.a.","acciona","0.7173382173382173","0.7173382173382173","spain","spain","spain","spain","1.0","1.0"
"LinearCombinationMatchingRule","SBTI_798","Forbes_465","0.589983164983165",,,,,,,,"breitling","bridgestone","breitling","bridgestone","0.8428330928330929","0.8428330928330929","switzerland","japan","switzerland","japan","0.0","0.0"
"LinearCombinationMatchingRule","SBTI_2059","Forbes_1215","0.7305555555555556",,,,,,,,"garan","gail india","garan","gail india","0.8166666666666667","0.8166666666666667","united states (united statesa)","india","united states (united statesa)","india","0.7944444444444445","0.7944444444444445"
"LinearCombinationMatchingRule","SBTI_329","Forbes_905","0.6887878787878787",,,,,,,,"anywhere365","antarchile","anywhere365","antarchile","0.7757575757575758","0.7757575757575758","netherlands","chile","netherlands","chile","0.7287878787878788","0.7287878787878788"
"LinearCombinationMatchingRule","SBTI_4011","Forbes_1198","0.6561111111111112",,,,,,,,"olam","olympus","olam","olympus","0.7261904761904763","0.7261904761904763","singapore","japan","singapore","japan","0.7388888888888889","0.7388888888888889"
"LinearCombinationMatchingRule","SBTI_3917","Forbes_1628","0.7162393162393162",,,,,,,,"nortura","nortonlifelock","nortura","nortonlifelock","0.8095238095238095","0.8095238095238095","norway","united states","norway","united states","0.7478632478632479","0.7478632478632479"
"LinearCombinationMatchingRule","SBTI_3821","Forbes_672","0.7065079365079364",,,,,,,,"nexteam","neste","nexteam","neste","0.7904761904761904","0.7904761904761904","france","finland","france","finland","0.7658730158730158","0.7658730158730158"
"LinearCombinationMatchingRule","SBTI_3386","Forbes_1968","0.7212393162393163",,,,,,,,"mane","masco","mane","masco","0.8166666666666667","0.8166666666666667","france","united states","france","united states","0.7478632478632479","0.7478632478632479"
"LinearCombinationMatchingRule","SBTI_43","Forbes_67","0.7455555555555555",,,,,,,,"abbott","abbvie","abbott","abbvie","0.8333333333333333","0.8333333333333333","united states (united statesa)","united states","united states (united statesa)","united states","0.8111111111111112","0.8111111111111112"
"LinearCombinationMatchingRule","SBTI_4119","Forbes_216","0.7293040293040293",,,,,,,,"paf","paypal","paf","paypal","0.8333333333333333","0.8333333333333333","finland","united states","finland","united states","0.7298534798534799","0.7298534798534799"
"LinearCombinationMatchingRule","SBTI_4191","Forbes_86","0.7327543424317617",,,,,,,,"permira","pepsico","permira","pepsico","0.8095238095238095","0.8095238095238095","united kingdom (united kingdom)","united states","united kingdom (united kingdom)","united states","0.8304383788254757","0.8304383788254757"
"LinearCombinationMatchingRule","SBTI_499","Forbes_1664","0.7412393162393162",,,,,,,,"autajon","autodesk","autajon","autodesk","0.8452380952380951","0.8452380952380951","france","united states","france","united states","0.7478632478632479","0.7478632478632479"
"LinearCombinationMatchingRule","SBTI_3528","Forbes_41","0.7410588436904225",,,,,,,,"metalis group","mercedes-benz group","metalis group","mercedes-benz group","0.8239616134352976","0.8239616134352976","france","germany","france","germany","0.8214285714285714","0.8214285714285714"
"LinearCombinationMatchingRule","SBTI_5264","Forbes_150","0.744017094017094",,,,,,,,"tarkett","target","tarkett","target","0.8492063492063492","0.8492063492063492","france","united states","france","united states","0.7478632478632479","0.7478632478632479"
"LinearCombinationMatchingRule","SBTI_2106","Forbes_714","0.6744444444444443",,,,,,,,"geopost","gemdale","geopost","gemdale","0.7619047619047619","0.7619047619047619","france","china","france","china","0.7055555555555555","0.7055555555555555"
"LinearCombinationMatchingRule","SBTI_3792","Forbes_1294","0.7092652329749104",,,,,,,,"netcall","nedbank","netcall","nedbank","0.8095238095238095","0.8095238095238095","united kingdom (united kingdom)","south africa","united kingdom (united kingdom)","south africa","0.7129928315412186","0.7129928315412186"
"LinearCombinationMatchingRule","SBTI_164","Forbes_1419","0.7455555555555556",,,,,,,,"air","airbnb","air","airbnb","0.8333333333333334","0.8333333333333334","united states (united statesa)","united states","united states (united statesa)","united states","0.8111111111111112","0.8111111111111112"
"LinearCombinationMatchingRule","SBTI_3352","Forbes_1063","0.8308641975308642",,,,,,,,"mahindra & mahindra limited","mahindra & mahindra","mahindra & mahindra limited","mahindra & mahindra","0.9012345679012346","0.9012345679012346","india","india","india","india","1.0","1.0"
"LinearCombinationMatchingRule","SBTI_4624","Forbes_57","0.6859259259259259",,,,,,,,"salcomp","santander","salcomp","santander","0.7513227513227514","0.7513227513227514","china","spain","china","spain","0.8","0.8"
"LinearCombinationMatchingRule","SBTI_988","Forbes_269","0.7053113553113552",,,,,,,,"celonis","centene","celonis","centene","0.8095238095238095","0.8095238095238095","germany","united states","germany","united states","0.6932234432234432","0.6932234432234432"
"LinearCombinationMatchingRule","SBTI_2722","Forbes_1130","0.7183333333333333",,,,,,,,"intuit","innolux","intuit","innolux","0.8214285714285714","0.8214285714285714","united states (united statesa)","taiwan","united states (united statesa)","taiwan","0.7166666666666666","0.7166666666666666"
"LinearCombinationMatchingRule","SBTI_4777","Forbes_1181","0.6522222222222223",,,,,,,,"serveo","secom","serveo","secom","0.7000000000000001","0.7000000000000001","spain","japan","spain","japan","0.8111111111111111","0.8111111111111111"
"LinearCombinationMatchingRule","SBTI_4779","Forbes_1181","0.7044444444444444",,,,,,,,"servier","secom","servier","secom","0.780952380952381","0.780952380952381","france","japan","france","japan","0.788888888888889","0.788888888888889"
"LinearCombinationMatchingRule","SBTI_1395","Forbes_66","0.7016631652661065",,,,,,,,"dell technologies","deutsche telekom","dell technologies","deutsche telekom","0.8105392156862745","0.8105392156862745","united states (united statesa)","germany","united states (united statesa)","germany","0.6714285714285715","0.6714285714285715"
"LinearCombinationMatchingRule","SBTI_1805","Forbes_1212","0.8999999999999999",,,,,,,,"experian","experian","experian","experian","1.0","1.0","ireland","ireland","ireland","ireland","1.0","1.0"
"LinearCombinationMatchingRule","SBTI_5942","Forbes_718","0.6524553224553225",,,,,,,,"wereldhave","weyerhaeuser","wereldhave","weyerhaeuser","0.7134920634920635","0.7134920634920635","netherlands","united states","netherlands","united states","0.76505439005439","0.76505439005439"
"LinearCombinationMatchingRule","SBTI_3520","Forbes_168","0.7215873015873016",,,,,,,,"merge","medtronic","merge","medtronic","0.8222222222222222","0.8222222222222222","united states (united statesa)","ireland","united states (united statesa)","ireland","0.7301587301587302","0.7301587301587302"
"LinearCombinationMatchingRule","SBTI_997","Forbes_1175","0.6588167388167387",,,,,,,,"cemminerals","cemex","cemminerals","cemex","0.7212121212121212","0.7212121212121212","belgium","mexico","belgium","mexico","0.7698412698412698","0.7698412698412698"
"LinearCombinationMatchingRule","SBTI_2424","Forbes_1163","0.707905982905983",,,,,,,,"heppner","hess","heppner","hess","0.7976190476190477","0.7976190476190477","france","united states","france","united states","0.7478632478632479","0.7478632478632479"
"LinearCombinationMatchingRule","SBTI_1962","Forbes_1446","0.7264245014245014",,,,,,,,"foundever","fortinet","foundever","fortinet","0.8240740740740741","0.8240740740740741","france","united states","france","united states","0.7478632478632479","0.7478632478632479"
"LinearCombinationMatchingRule","SBTI_2428","Forbes_453","0.7476190476190475",,,,,,,,"herige","henkel","herige","henkel","0.8333333333333333","0.8333333333333333","france","germany","france","germany","0.8214285714285714","0.8214285714285714"
"LinearCombinationMatchingRule","SBTI_5789","Forbes_1476","0.7183226495726496",,,,,,,,"verallia","ventas","verallia","ventas","0.8125","0.8125","france","united states","france","united states","0.7478632478632479","0.7478632478632479"
"LinearCombinationMatchingRule","SBTI_1228","Forbes_32","0.6881481481481482",,,,,,,,"corelogic","comcast","corelogic","comcast","0.7513227513227514","0.7513227513227514","united states (united statesa)","united states","united states (united statesa)","united states","0.8111111111111112","0.8111111111111112"
"LinearCombinationMatchingRule","SBTI_3520","Forbes_1401","0.7056746031746032",,,,,,,,"merge","mercadolibre","merge","mercadolibre","0.8083333333333333","0.8083333333333333","united states (united statesa)","uruguay","united states (united statesa)","uruguay","0.6992063492063492","0.6992063492063492"
"LinearCombinationMatchingRule","SBTI_241","Forbes_11","0.6716432313206506",,,,,,,,"alpkit","alphabet","alpkit","alphabet","0.7222222222222222","0.7222222222222222","united kingdom (united kingdom)","united states","united kingdom (united kingdom)","united states","0.8304383788254757","0.8304383788254757"
"LinearCombinationMatchingRule","SBTI_2188","Forbes_1234","0.7299893162393162",,,,,,,,"goron","goodyear","goron","goodyear","0.8291666666666666","0.8291666666666666","france","united states","france","united states","0.7478632478632479","0.7478632478632479"
"LinearCombinationMatchingRule","SBTI_1005","Forbes_887","0.6938161375661374",,,,,,,,"cermaq group","cez group","cermaq group","cez group","0.7893518518518517","0.7893518518518517","norway","czech republic","norway","czech republic","0.7063492063492063","0.7063492063492063"
"LinearCombinationMatchingRule","SBTI_573","Forbes_155","0.6547619047619048",,,,,,,,"balsan","barclays","balsan","barclays","0.7222222222222222","0.7222222222222222","france","united kingdom","france","united kingdom","0.746031746031746","0.746031746031746"
"LinearCombinationMatchingRule","SBTI_2428","Forbes_1163","0.7134615384615385",,,,,,,,"herige","hess","herige","hess","0.8055555555555556","0.8055555555555556","france","united states","france","united states","0.7478632478632479","0.7478632478632479"
"LinearCombinationMatchingRule","SBTI_895","Forbes_273","0.7233333333333333",,,,,,,,"calyx","caixabank","calyx","caixabank","0.8222222222222222","0.8222222222222222","united states (united statesa)","spain","united states (united statesa)","spain","0.7388888888888889","0.7388888888888889"
"LinearCombinationMatchingRule","SBTI_3648","Forbes_850","0.6994210090984283",,,,,,,,"montagu","moody's","montagu","moody's","0.7619047619047619","0.7619047619047619","united kingdom (united kingdom)","united states","united kingdom (united kingdom)","united states","0.8304383788254757","0.8304383788254757"
